state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-01-06,"541,042",76.01,"711,820","135,732",19.18,"70,014",79.85,"87,679"
AL,2021-01-06,"11,355",79.43,"14,296","3,157",22.08,"1,624",96.07,"1,690"
AZ,2021-01-06,"11,531",81.27,"14,188","4,867",34.37,"1,691",78.0,"2,168"
CA,2021-01-06,"53,016",81.63,"64,950","22,502",34.65,"7,769",89.25,"8,705"
CT,2021-01-06,"6,222",79.58,"7,819","1,298",16.6,644,61.51,"1,047"
DC,2021-01-06,"2,452",84.09,"2,916",344,11.8,272,80.47,338
GA,2021-01-06,"16,808",87.82,"19,138","5,772",30.16,"2,544",94.4,"2,695"
ID,2021-01-06,"1,845",59.88,"3,081",356,11.55,212,71.14,298
IN,2021-01-06,"11,503",69.86,"16,465","2,788",16.93,"1,696",78.86,"2,150"
KS,2021-01-06,"4,919",62.79,"7,834","1,011",12.91,678,83.91,808
LA,2021-01-06,"9,160",72.02,"12,718","1,811",14.49,"1,459",80.79,"1,806"
MD,2021-01-06,"8,305",85.8,"9,679","2,044",21.12,"1,107",81.1,"1,365"
MI,2021-01-06,"15,814",76.5,"20,673","2,577",12.47,"2,060",77.94,"2,643"
AK,2021-01-06,802,55.2,"1,453",87,5.99,76,59.84,127
AR,2021-01-06,"5,610",73.26,"7,658","1,299",16.96,831,79.67,"1,043"
CO,2021-01-06,"6,844",66.68,"10,264","1,029",10.03,864,64.09,"1,348"
DE,2021-01-06,"1,858",72.49,"2,563",478,18.65,161,83.42,193
FL,2021-01-06,"43,617",83.27,"52,381","7,942",15.45,"5,493",85.41,"6,431"
HI,2021-01-06,"1,793",72.18,"2,484",140,5.64,150,66.96,224
IA,2021-01-06,"4,981",64.74,"7,694",619,8.16,485,73.26,662
IL,2021-01-06,"20,189",69.25,"29,154","3,978",13.64,"2,382",67.94,"3,506"
KY,2021-01-06,"7,648",62.33,"12,271","1,768",14.4,"1,190",67.62,"1,759"
MA,2021-01-06,"12,284",80.62,"15,236","2,090",13.72,"1,176",81.16,"1,449"
ME,2021-01-06,"2,016",71.06,"2,837",247,8.71,250,77.08,325
MN,2021-01-06,"7,207",73.86,"9,757",919,9.42,688,74.78,920
MO,2021-01-06,"11,901",77.26,"15,404","2,724",17.68,"1,533",83.36,"1,839"
MS,2021-01-06,"5,352",67.4,"7,941","1,475",18.57,751,87.12,862
MT,2021-01-06,"1,862",65.89,"2,826",213,7.54,144,66.98,215
NC,2021-01-06,"17,306",79.88,"21,665","4,018",19.35,"2,136",85.78,"2,490"
ND,2021-01-06,"1,410",70.16,"2,009",196,9.76,111,54.41,204
NE,2021-01-06,"3,302",68.55,"4,817",527,11.13,394,69.49,567
NH,2021-01-06,"2,041",73.63,"2,772",312,11.26,197,69.61,283
NJ,2021-01-06,"15,193",73.81,"20,585","3,896",18.93,"1,647",59.2,"2,782"
NM,2021-01-06,"2,838",76.81,"3,695",673,18.21,393,93.57,420
NV,2021-01-06,"6,094",82.02,"7,430","1,890",26.05,804,84.01,957
NY,2021-01-06,"36,600",75.03,"48,780","9,464",19.4,"3,837",70.66,"5,430"
OK,2021-01-06,"7,247",74.94,"9,671","2,077",21.84,984,90.77,"1,084"
PA,2021-01-06,"26,654",81.69,"32,629","6,335",19.62,"3,143",81.62,"3,851"
SC,2021-01-06,"8,557",87.77,"9,749","2,333",23.93,"1,129",87.05,"1,297"
SD,2021-01-06,"1,467",62.21,"2,358",258,10.94,156,65.82,237
TN,2021-01-06,"11,646",65.44,"17,796","3,448",19.92,"1,680",69.77,"2,408"
UT,2021-01-06,"3,059",58.23,"5,253",590,11.23,448,71.68,625
VA,2021-01-06,"12,466",75.7,"16,468","2,889",17.54,"1,515",77.26,"1,961"
VT,2021-01-06,783,66.47,"1,178",41,3.48,68,65.38,104
OH,2021-01-06,"21,182",74.03,"28,611","4,710",16.5,"3,220",77.91,"4,133"
OR,2021-01-06,"4,989",75.09,"6,644",583,8.77,538,69.53,773
RI,2021-01-06,"2,102",89.6,"2,346",447,19.05,139,91.45,152
TX,2021-01-06,"47,413",76.31,"62,134","14,153",22.86,"7,004",91.71,"7,637"
WA,2021-01-06,"8,950",71.24,"12,564","1,134",9.03,982,74.85,"1,312"
WI,2021-01-06,"8,206",65.32,"12,563","1,245",10.13,984,60.97,"1,614"
WV,2021-01-06,"4,005",80.32,"4,986",859,17.23,512,83.25,615
WY,2021-01-06,640,44.51,"1,438",120,8.42,64,50.39,127
