state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-03-03,"513,754",72.85,"705,172","47,678",6.79,"61,293",71.81,"85,357"
AL,2021-03-03,"10,536",75.71,"13,916",669,4.81,"1,362",85.71,"1,589"
CT,2021-03-03,"6,238",80.18,"7,780",506,6.5,610,58.15,"1,049"
DC,2021-03-03,"2,224",81.61,"2,725",233,8.55,274,84.57,324
ID,2021-03-03,"1,814",56.72,"3,198",147,4.6,167,55.3,302
AK,2021-03-03,855,57.58,"1,485",34,2.29,90,70.87,127
AR,2021-03-03,"5,396",70.68,"7,634",438,5.74,744,71.95,"1,034"
AZ,2021-03-03,"9,783",69.25,"14,127","1,053",7.47,"1,252",57.25,"2,187"
CA,2021-03-03,"44,820",74.96,"59,792","4,908",8.21,"5,512",75.21,"7,329"
CO,2021-03-03,"6,734",66.41,"10,140",427,4.21,818,64.91,"1,261"
DE,2021-03-03,"1,835",70.28,"2,611",136,5.21,163,85.79,190
FL,2021-03-03,"42,334",80.33,"52,698","4,102",7.93,"5,184",80.52,"6,438"
GA,2021-03-03,"15,100",78.1,"19,333","2,230",11.54,"2,252",81.71,"2,756"
HI,2021-03-03,"1,677",67.84,"2,472",36,1.46,154,66.38,232
IA,2021-03-03,"4,712",61.35,"7,681",188,2.48,405,60.9,665
IL,2021-03-03,"19,448",67.31,"28,894","1,297",4.49,"2,100",60.57,"3,467"
IN,2021-03-03,"10,710",63.16,"16,958",681,4.02,"1,471",67.57,"2,177"
KS,2021-03-03,"4,657",59.35,"7,847",282,3.59,601,75.31,798
KY,2021-03-03,"7,374",59.9,"12,310",656,5.33,"1,115",63.32,"1,761"
LA,2021-03-03,"8,729",69.52,"12,556",493,3.99,"1,245",69.79,"1,784"
MA,2021-03-03,"13,518",80.15,"16,866",689,4.09,"1,056",74.58,"1,416"
MD,2021-03-03,"8,082",79.9,"10,115","1,065",10.53,"1,001",74.31,"1,347"
ME,2021-03-03,"1,966",68.45,"2,872",83,2.89,233,70.18,332
MI,2021-03-03,"15,963",75.31,"21,196",874,4.12,"1,986",75.25,"2,640"
MN,2021-03-03,"7,152",75.69,"9,449",318,3.36,650,72.01,902
MO,2021-03-03,"11,458",77.41,"14,801",958,6.47,"1,369",81.05,"1,689"
MS,2021-03-03,"5,158",66.45,"7,762",431,5.55,620,74.52,832
MT,2021-03-03,"1,784",62.51,"2,854",66,2.31,108,50.0,216
ND,2021-03-03,"1,408",69.29,"2,032",81,3.99,108,55.96,193
NE,2021-03-03,"2,742",68.38,"4,010",170,4.33,367,64.5,569
NH,2021-03-03,"1,951",70.08,"2,784",116,4.17,171,60.64,282
NJ,2021-03-03,"14,992",72.09,"20,796","1,945",9.35,"1,422",47.99,"2,963"
NV,2021-03-03,"5,282",69.93,"7,553",421,5.71,617,69.8,884
NY,2021-03-03,"35,864",74.64,"48,038","6,000",12.49,"3,741",68.35,"5,473"
OK,2021-03-03,"6,798",70.56,"9,635",589,6.19,824,79.08,"1,042"
PA,2021-03-03,"23,641",78.65,"30,058","1,986",6.68,"2,754",76.82,"3,585"
SC,2021-03-03,"7,785",78.44,"9,925",679,6.84,949,72.44,"1,310"
TN,2021-03-03,"12,114",68.89,"17,584",893,5.22,"1,688",71.59,"2,358"
UT,2021-03-03,"3,078",58.09,"5,298",222,4.18,378,62.27,607
VA,2021-03-03,"11,639",71.06,"16,380","1,260",7.69,"1,344",69.28,"1,940"
NC,2021-03-03,"16,457",75.39,"21,829","1,319",6.07,"1,917",76.93,"2,492"
NM,2021-03-03,"2,584",71.45,"3,617",186,5.13,337,76.94,438
OH,2021-03-03,"20,829",71.6,"29,089","1,370",4.72,"2,730",66.87,"4,082"
OR,2021-03-03,"4,988",73.7,"6,768",226,3.35,510,64.8,787
RI,2021-03-03,"2,082",94.64,"2,200",191,8.68,134,82.21,163
SD,2021-03-03,"1,360",57.55,"2,363",78,3.3,128,56.39,227
TX,2021-03-03,"46,396",74.36,"62,396","5,883",9.45,"6,300",85.6,"7,360"
VT,2021-03-03,793,67.09,"1,182",27,2.28,66,67.35,98
WA,2021-03-03,"8,815",69.8,"12,629",446,3.53,955,71.54,"1,335"
WI,2021-03-03,"7,676",61.55,"12,471",337,2.76,840,53.1,"1,581"
WV,2021-03-03,"3,871",77.03,"5,025",228,4.54,426,69.04,617
WY,2021-03-03,553,38.46,"1,438",28,1.96,45,35.43,127
