state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-01-13,"537,948",75.74,"710,232","131,641",18.64,"69,949",79.31,"88,202"
AK,2021-01-13,847,58.41,"1,450",72,4.97,80,64.0,125
AL,2021-01-13,"11,262",80.78,"13,942","3,047",21.85,"1,602",97.5,"1,643"
AR,2021-01-13,"5,649",73.17,"7,720","1,274",16.5,847,79.83,"1,061"
AZ,2021-01-13,"11,513",78.45,"14,676","4,887",33.36,"1,756",75.27,"2,333"
CA,2021-01-13,"53,898",82.65,"65,212","21,968",33.69,"8,016",90.05,"8,902"
CO,2021-01-13,"6,642",64.99,"10,220",942,9.22,845,63.25,"1,336"
CT,2021-01-13,"6,273",81.09,"7,736","1,253",16.2,658,62.31,"1,056"
DC,2021-01-13,"2,469",82.66,"2,987",352,11.78,299,91.44,327
DE,2021-01-13,"1,897",72.77,"2,607",479,18.37,166,86.46,192
FL,2021-01-13,"43,896",83.61,"52,498","8,208",15.93,"5,507",85.1,"6,471"
GA,2021-01-13,"16,905",87.15,"19,398","6,092",31.41,"2,584",95.95,"2,693"
HI,2021-01-13,"1,788",72.42,"2,469",130,5.27,158,66.67,237
IA,2021-01-13,"4,971",64.54,"7,702",567,7.46,472,70.87,666
ID,2021-01-13,"1,783",57.44,"3,104",325,10.47,199,67.92,293
IL,2021-01-13,"20,279",69.76,"29,071","3,559",12.24,"2,321",66.28,"3,502"
IN,2021-01-13,"10,971",66.85,"16,412","2,412",14.7,"1,609",74.7,"2,154"
KS,2021-01-13,"4,723",60.52,"7,804",937,12.01,620,77.5,800
KY,2021-01-13,"7,433",60.56,"12,273","1,691",13.78,"1,158",65.72,"1,762"
LA,2021-01-13,"9,219",72.52,"12,712","1,702",13.63,"1,449",79.53,"1,822"
MA,2021-01-13,"12,283",80.51,"15,256","1,933",12.67,"1,158",78.14,"1,482"
MD,2021-01-13,"8,169",84.66,"9,649","1,981",20.53,"1,079",82.43,"1,309"
ME,2021-01-13,"2,064",71.92,"2,870",240,8.36,261,79.82,327
MI,2021-01-13,"15,602",75.77,"20,590","2,173",10.55,"1,968",77.09,"2,553"
MN,2021-01-13,"7,168",74.03,"9,682",779,8.05,676,74.86,903
MT,2021-01-13,"1,857",64.59,"2,875",202,7.03,141,66.51,212
MO,2021-01-13,"11,815",79.24,"14,911","2,485",16.67,"1,544",85.83,"1,799"
MS,2021-01-13,"5,225",65.54,"7,972","1,380",17.31,733,85.83,854
NC,2021-01-13,"17,022",78.76,"21,612","3,982",19.22,"2,118",85.16,"2,487"
ND,2021-01-13,"1,395",68.15,"2,047",160,7.82,130,62.5,208
NE,2021-01-13,"2,831",67.74,"4,179",464,11.32,369,65.08,567
NH,2021-01-13,"2,016",72.73,"2,772",270,9.74,181,63.73,284
NJ,2021-01-13,"15,318",73.12,"20,949","3,764",17.97,"1,663",57.01,"2,917"
NM,2021-01-13,"2,886",79.05,"3,651",755,20.68,403,85.38,472
NV,2021-01-13,"6,048",80.95,"7,471","1,732",23.77,791,83.79,944
NY,2021-01-13,"36,865",75.8,"48,634","9,866",20.29,"3,867",71.6,"5,401"
OH,2021-01-13,"21,014",73.44,"28,615","4,294",15.04,"3,108",75.71,"4,105"
OK,2021-01-13,"7,150",73.93,"9,671","1,910",20.07,963,88.59,"1,087"
OR,2021-01-13,"4,798",72.37,"6,630",512,7.72,523,68.37,765
PA,2021-01-13,"25,006",81.25,"30,776","5,603",18.42,"3,115",80.66,"3,862"
RI,2021-01-13,"2,082",89.7,"2,321",428,18.44,148,93.67,158
SC,2021-01-13,"8,548",86.59,"9,872","2,329",23.59,"1,125",86.07,"1,307"
SD,2021-01-13,"1,431",61.05,"2,344",239,10.2,161,68.22,236
TN,2021-01-13,"11,488",64.58,"17,788","3,050",17.62,"1,669",70.24,"2,376"
TX,2021-01-13,"47,701",76.12,"62,669","14,511",23.23,"7,165",91.53,"7,828"
UT,2021-01-13,"3,173",60.44,"5,250",601,11.45,467,74.48,627
VA,2021-01-13,"12,297",74.99,"16,399","2,988",18.22,"1,516",76.92,"1,971"
VT,2021-01-13,790,67.12,"1,177",51,4.33,71,68.27,104
WA,2021-01-13,"8,919",70.47,"12,657","1,053",8.32,995,74.53,"1,335"
WV,2021-01-13,"3,983",80.08,"4,974",767,15.42,511,83.09,615
WY,2021-01-13,624,43.39,"1,438",93,6.53,43,33.86,127
WI,2021-01-13,"7,962",63.5,"12,538","1,149",9.36,941,58.63,"1,605"
