state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-17,"510,867",72.62,"703,433","65,853",9.4,"63,110",73.45,"85,857"
AK,2021-02-17,838,56.62,"1,480",34,2.3,87,67.97,128
AL,2021-02-17,"10,349",74.95,"13,808","1,148",8.31,"1,399",88.43,"1,582"
AR,2021-02-17,"5,002",67.13,"7,452",628,8.43,743,69.08,"1,020"
AZ,2021-02-17,"10,040",70.36,"14,269","1,727",12.12,"1,342",61.64,"2,177"
CA,2021-02-17,"46,185",76.26,"60,561","8,506",14.05,"6,266",81.7,"7,669"
CO,2021-02-17,"6,716",66.4,"10,115",525,5.19,825,63.12,"1,307"
CT,2021-02-17,"6,158",79.19,"7,776",668,8.59,642,61.38,"1,046"
DC,2021-02-17,"2,426",81.99,"2,959",277,9.36,275,85.14,323
DE,2021-02-17,"1,873",72.15,"2,596",204,7.86,142,74.74,190
FL,2021-02-17,"43,064",81.73,"52,692","5,002",9.67,"5,216",81.35,"6,412"
GA,2021-02-17,"15,658",80.36,"19,484","3,214",16.5,"2,394",86.62,"2,757"
HI,2021-02-17,"1,803",72.26,"2,495",55,2.2,153,67.4,227
IA,2021-02-17,"4,782",62.33,"7,673",246,3.25,447,67.17,664
ID,2021-02-17,"1,810",56.16,"3,223",143,4.44,177,59.0,300
IL,2021-02-17,"19,280",66.53,"28,981","1,726",5.95,"2,122",60.97,"3,481"
IN,2021-02-17,"10,002",60.41,"16,558",933,5.63,"1,331",61.73,"2,156"
KS,2021-02-17,"4,406",56.18,"7,842",407,5.19,580,72.68,798
KY,2021-02-17,"7,221",58.73,"12,296",947,7.7,"1,150",65.34,"1,760"
LA,2021-02-17,"8,120",65.13,"12,468",719,5.88,"1,206",68.95,"1,749"
MA,2021-02-17,"13,561",79.51,"17,056",916,5.37,"1,099",76.11,"1,444"
MD,2021-02-17,"7,933",81.58,"9,724","1,291",13.28,"1,007",76.87,"1,310"
ME,2021-02-17,"1,994",69.33,"2,876",112,3.91,236,71.45,331
MI,2021-02-17,"15,418",73.75,"20,906",924,4.42,"1,979",74.74,"2,648"
MN,2021-02-17,"6,871",73.02,"9,410",386,4.1,628,71.77,875
MO,2021-02-17,"10,728",73.84,"14,528","1,216",8.37,"1,308",77.78,"1,679"
MS,2021-02-17,"4,862",63.15,"7,699",599,7.78,671,80.46,834
MT,2021-02-17,"1,710",60.17,"2,842",100,3.52,122,56.48,216
NC,2021-02-17,"16,955",77.42,"21,899","1,901",8.73,"2,003",80.31,"2,494"
ND,2021-02-17,"1,429",69.3,"2,062",115,5.58,130,62.8,207
NE,2021-02-17,"2,681",65.71,"4,080",201,5.02,360,63.38,568
NH,2021-02-17,"1,951",70.08,"2,784",118,4.24,171,60.85,281
NJ,2021-02-17,"14,812",71.24,"20,791","2,383",11.46,"1,502",51.0,"2,945"
NM,2021-02-17,"2,626",73.05,"3,595",284,7.9,356,80.34,442
NV,2021-02-17,"5,530",73.1,"7,565",699,9.46,681,75.25,905
NY,2021-02-17,"36,099",75.15,"48,018","7,416",15.45,"3,822",67.01,"5,704"
OH,2021-02-17,"20,058",69.33,"28,933","1,908",6.61,"2,753",67.06,"4,105"
OK,2021-02-17,"6,288",65.28,"9,632",908,9.56,854,79.29,"1,077"
OR,2021-02-17,"5,087",73.99,"6,875",312,4.54,525,65.95,796
PA,2021-02-17,"23,542",77.66,"30,314","2,560",8.54,"2,807",77.52,"3,621"
RI,2021-02-17,"2,103",93.76,"2,243",219,9.76,140,86.42,162
SC,2021-02-17,"8,138",82.23,"9,897","1,088",10.99,"1,036",79.14,"1,309"
SD,2021-02-17,"1,344",56.78,"2,368",94,3.95,133,57.08,233
TN,2021-02-17,"11,878",67.81,"17,518","1,174",6.88,"1,646",71.57,"2,300"
TX,2021-02-17,"45,084",74.22,"60,742","8,358",13.79,"6,504",88.44,"7,354"
UT,2021-02-17,"3,078",58.06,"5,301",290,5.47,392,64.69,606
VA,2021-02-17,"11,974",72.91,"16,424","1,698",10.34,"1,404",72.0,"1,950"
VT,2021-02-17,757,63.4,"1,194",49,4.1,64,64.65,99
WA,2021-02-17,"8,730",69.6,"12,544",607,4.84,921,72.01,"1,279"
WV,2021-02-17,"3,776",76.08,"4,963",326,6.57,437,70.6,619
WY,2021-02-17,546,38.02,"1,436",40,2.77,54,42.52,127
WI,2021-02-17,"7,590",60.78,"12,487",453,3.71,868,54.56,"1,591"
