state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-01-27,"532,505",75.14,"708,256","107,346",15.23,"68,454",78.0,"87,681"
AK,2021-01-27,856,57.64,"1,485",42,2.83,83,64.84,128
AL,2021-01-27,"11,052",79.48,"13,906","2,207",15.87,"1,518",93.88,"1,617"
AR,2021-01-27,"5,652",73.31,"7,710",991,12.85,813,72.31,"1,040"
AZ,2021-01-27,"11,230",76.25,"14,728","4,006",27.25,"1,684",72.77,"2,314"
CA,2021-01-27,"51,204",80.31,"63,757","16,941",26.57,"7,569",89.65,"8,443"
CO,2021-01-27,"6,747",66.8,"10,100",737,7.3,850,63.91,"1,330"
CT,2021-01-27,"6,363",82.2,"7,741","1,135",14.66,674,64.37,"1,047"
DC,2021-01-27,"2,491",82.84,"3,007",333,11.07,272,83.69,325
DE,2021-01-27,"1,901",73.28,"2,594",353,13.61,166,86.01,193
FL,2021-01-27,"44,045",83.34,"52,849","7,253",13.99,"5,426",84.27,"6,439"
GA,2021-01-27,"16,544",84.67,"19,539","5,073",25.96,"2,554",91.14,"2,798"
HI,2021-01-27,"1,742",70.04,"2,487",101,4.06,155,66.52,233
IA,2021-01-27,"4,791",62.28,"7,693",386,5.09,452,67.66,668
ID,2021-01-27,"1,826",59.17,"3,086",206,6.68,207,69.46,298
IL,2021-01-27,"19,797",68.11,"29,066","2,887",9.93,"2,265",64.73,"3,499"
IN,2021-01-27,"10,553",64.29,"16,414","1,839",11.2,"1,514",69.26,"2,186"
KS,2021-01-27,"4,724",60.29,"7,836",676,8.63,621,77.05,806
KY,2021-01-27,"7,642",62.13,"12,300","1,581",12.85,"1,227",69.64,"1,762"
LA,2021-01-27,"9,362",73.52,"12,734","1,400",11.2,"1,447",79.29,"1,825"
MA,2021-01-27,"12,307",80.88,"15,216","1,570",10.32,"1,199",81.23,"1,476"
MD,2021-01-27,"8,131",83.55,"9,732","1,853",19.04,"1,008",75.9,"1,328"
ME,2021-01-27,"2,054",71.62,"2,868",208,7.25,249,74.55,334
MI,2021-01-27,"15,302",74.47,"20,548","1,560",7.59,"2,019",77.65,"2,600"
MN,2021-01-27,"7,121",73.31,"9,713",545,5.61,639,71.64,892
MT,2021-01-27,"1,805",63.22,"2,855",124,4.34,134,63.21,212
MO,2021-01-27,"11,632",77.61,"14,988","1,898",12.66,"1,464",82.65,"1,769"
MS,2021-01-27,"5,357",67.89,"7,891","1,063",13.47,706,82.19,859
NC,2021-01-27,"17,269",78.65,"21,957","3,279",15.02,"2,076",83.04,"2,500"
ND,2021-01-27,"1,355",66.72,"2,031",129,6.35,132,66.33,199
NE,2021-01-27,"2,639",67.44,"3,913",360,9.39,351,62.12,565
NH,2021-01-27,"1,941",69.87,"2,778",211,7.6,175,61.84,283
NJ,2021-01-27,"15,074",72.53,"20,783","3,192",15.36,"1,554",52.91,"2,937"
NM,2021-01-27,"2,754",76.04,"3,622",639,17.64,384,81.53,471
NV,2021-01-27,"5,810",76.06,"7,639","1,296",17.41,780,81.5,957
NY,2021-01-27,"36,874",75.77,"48,652","9,325",19.17,"3,915",72.95,"5,367"
OH,2021-01-27,"20,628",72.37,"28,505","3,290",11.57,"2,954",72.67,"4,065"
OK,2021-01-27,"7,048",72.9,"9,668","1,488",15.64,937,86.68,"1,081"
OR,2021-01-27,"4,976",74.24,"6,703",405,6.04,522,65.17,801
PA,2021-01-27,"24,220",79.51,"30,463","4,206",13.97,"3,044",81.09,"3,754"
RI,2021-01-27,"2,092",87.9,"2,042",390,19.1,147,90.74,162
SC,2021-01-27,"8,527",85.5,"9,973","1,946",19.51,"1,113",82.75,"1,345"
SD,2021-01-27,"1,432",60.6,"2,363",156,6.6,135,57.69,234
TN,2021-01-27,"12,409",69.83,"17,771","1,938",11.21,"1,828",76.33,"2,395"
TX,2021-01-27,"47,785",76.66,"62,336","12,754",20.5,"7,051",90.47,"7,794"
UT,2021-01-27,"3,256",62.03,"5,249",528,10.06,425,67.89,626
VA,2021-01-27,"12,135",73.85,"16,431","2,546",15.5,"1,466",75.18,"1,950"
VT,2021-01-27,766,65.08,"1,177",54,4.59,71,72.45,98
WA,2021-01-27,"8,825",71.64,"12,318",775,6.29,974,73.23,"1,330"
WV,2021-01-27,"3,993",79.4,"5,029",567,11.27,502,80.84,621
WY,2021-01-27,586,40.72,"1,439",78,5.47,53,42.06,126
WI,2021-01-27,"7,880",62.68,"12,571",826,6.71,950,59.41,"1,599"
