state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-01-03,"494,494",70.42,"702,174","130,802",18.73,"66,492",76.77,"86,618"
AL,2021-01-03,"10,465",74.85,"13,981","3,073",21.98,"1,342",92.36,"1,453"
AZ,2021-01-03,"10,748",77.21,"13,920","4,628",33.3,"1,659",77.41,"2,143"
CA,2021-01-03,"50,162",78.37,"64,002","21,754",33.99,"7,542",87.83,"8,588"
CT,2021-01-03,"5,669",73.16,"7,749","1,333",17.2,638,59.35,"1,075"
DC,2021-01-03,"2,226",78.08,"2,851",307,10.77,243,79.67,305
GA,2021-01-03,"15,961",84.17,"18,963","5,290",27.9,"2,486",93.04,"2,672"
ID,2021-01-03,"1,610",52.37,"3,074",331,10.77,182,61.49,296
IN,2021-01-03,"10,043",61.83,"16,242","2,781",17.12,"1,582",74.24,"2,131"
KS,2021-01-03,"4,392",56.44,"7,783","1,000",12.85,608,75.72,803
LA,2021-01-03,"8,454",67.18,"12,584","1,689",13.67,"1,393",78.21,"1,781"
MD,2021-01-03,"7,640",80.27,"9,518","1,997",20.98,"1,026",79.23,"1,295"
MI,2021-01-03,"14,052",69.47,"20,227","2,562",12.67,"1,956",74.83,"2,614"
AK,2021-01-03,770,53.21,"1,447",90,6.22,82,64.57,127
AR,2021-01-03,"4,987",67.51,"7,387","1,207",16.34,788,76.43,"1,031"
CO,2021-01-03,"5,987",59.06,"10,138","1,044",10.29,837,62.37,"1,342"
DE,2021-01-03,"1,773",70.02,"2,532",460,18.17,168,87.5,192
FL,2021-01-03,"40,014",77.32,"51,755","7,698",15.16,"5,107",80.58,"6,338"
HI,2021-01-03,"1,662",67.23,"2,472",128,5.16,150,65.5,229
IA,2021-01-03,"4,311",55.72,"7,737",582,7.62,454,68.2,665
IL,2021-01-03,"18,348",63.12,"29,069","3,948",13.58,"2,222",63.31,"3,510"
KY,2021-01-03,"7,018",57.21,"12,268","1,762",14.37,"1,138",64.72,"1,759"
MA,2021-01-03,"11,410",75.54,"15,105","2,156",14.27,"1,094",74.22,"1,474"
ME,2021-01-03,"1,879",66.92,"2,808",225,8.01,233,72.81,320
MN,2021-01-03,"6,369",68.14,"9,347",955,10.22,629,69.35,907
MO,2021-01-03,"10,594",71.16,"14,888","2,663",17.89,"1,448",80.49,"1,799"
MS,2021-01-03,"4,974",63.74,"7,804","1,450",18.59,722,85.08,848
MT,2021-01-03,"1,661",58.88,"2,821",203,7.2,131,60.93,215
NC,2021-01-03,"15,971",74.82,"21,347","3,668",17.94,"2,050",83.02,"2,470"
ND,2021-01-03,"1,277",62.57,"2,041",187,9.16,108,50.94,212
NE,2021-01-03,"2,967",62.06,"4,781",549,11.68,348,62.25,559
NH,2021-01-03,"1,844",66.52,"2,772",321,11.58,186,65.96,282
NJ,2021-01-03,"13,762",67.62,"20,351","3,795",18.65,"1,544",56.19,"2,748"
NM,2021-01-03,"2,600",70.31,"3,698",668,18.06,363,88.54,410
NV,2021-01-03,"5,798",78.03,"7,430","1,830",25.22,792,82.85,956
NY,2021-01-03,"33,199",68.24,"48,651","9,067",18.64,"3,599",66.93,"5,377"
OK,2021-01-03,"6,381",66.78,"9,555","1,956",20.82,916,86.25,"1,062"
PA,2021-01-03,"24,154",74.96,"32,222","6,169",19.35,"3,055",79.15,"3,860"
SC,2021-01-03,"7,799",81.16,"9,609","2,173",22.61,"1,060",84.13,"1,260"
SD,2021-01-03,"1,298",55.58,"2,336",263,11.26,145,62.23,233
TN,2021-01-03,"11,266",63.49,"17,744","3,310",19.19,"1,686",69.48,"2,426"
UT,2021-01-03,"2,620",49.9,"5,251",537,10.23,404,64.25,628
VA,2021-01-03,"11,395",69.44,"16,409","2,756",16.79,"1,462",74.9,"1,952"
VT,2021-01-03,678,57.6,"1,177",35,2.97,59,56.73,104
OH,2021-01-03,"18,808",66.23,"28,398","4,565",16.11,"3,039",73.53,"4,133"
OR,2021-01-03,"4,626",70.89,"6,526",574,8.79,506,67.04,756
RI,2021-01-03,"2,026",87.14,"2,325",467,20.09,133,81.1,164
TX,2021-01-03,"43,161",72.21,"59,771","13,341",22.39,"6,729",90.69,"7,420"
WA,2021-01-03,"8,275",66.58,"12,429","1,104",8.89,957,71.26,"1,343"
WI,2021-01-03,"7,164",57.47,"12,465","1,172",9.61,921,57.1,"1,613"
WV,2021-01-03,"3,681",74.0,"4,974",856,17.21,525,85.78,612
WY,2021-01-03,565,39.22,"1,440",122,8.55,46,35.83,127
