state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-05,"520,505",73.52,"707,517","87,240",12.39,"65,870",75.82,"86,873"
AL,2021-02-05,"10,721",77.15,"13,896","1,734",12.48,"1,413",89.09,"1,586"
AZ,2021-02-05,"10,783",74.41,"14,491","2,971",20.54,"1,551",68.69,"2,258"
CA,2021-02-05,"48,912",79.04,"61,885","12,982",20.98,"7,005",86.73,"8,077"
CT,2021-02-05,"6,279",80.68,"7,783",970,12.46,650,61.79,"1,052"
DC,2021-02-05,"2,426",81.93,"2,961",329,11.11,278,86.34,322
DE,2021-02-05,"1,897",73.07,"2,596",280,10.79,147,77.37,190
GA,2021-02-05,"15,970",82.13,"19,445","3,976",20.45,"2,514",88.46,"2,842"
ID,2021-02-05,"1,757",54.48,"3,225",188,5.83,189,63.42,298
IN,2021-02-05,"10,541",63.35,"16,638","1,363",8.19,"1,488",68.54,"2,171"
KS,2021-02-05,"4,500",57.52,"7,824",557,7.12,570,71.52,797
LA,2021-02-05,"8,771",69.54,"12,613","1,064",8.6,"1,302",73.19,"1,779"
MD,2021-02-05,"7,974",82.04,"9,720","1,666",17.14,"1,062",80.03,"1,327"
MI,2021-02-05,"15,435",73.41,"21,025","1,294",6.15,"1,963",73.08,"2,686"
AK,2021-02-05,842,58.23,"1,446",43,2.97,80,68.97,116
AR,2021-02-05,"5,478",72.17,"7,590",799,10.53,785,75.77,"1,036"
CO,2021-02-05,"6,588",65.19,"10,106",575,5.69,799,60.81,"1,314"
FL,2021-02-05,"42,241",80.71,"52,334","5,966",11.62,"5,292",82.15,"6,442"
HI,2021-02-05,"1,699",68.45,"2,482",83,3.34,138,62.44,221
IA,2021-02-05,"4,836",63.04,"7,671",337,4.45,464,70.3,660
IL,2021-02-05,"19,541",67.42,"28,986","2,363",8.15,"2,209",63.17,"3,497"
KY,2021-02-05,"7,680",62.66,"12,256","1,269",10.35,"1,186",67.39,"1,760"
MA,2021-02-05,"13,576",79.42,"17,094","1,342",7.85,"1,146",78.12,"1,467"
ME,2021-02-05,"2,012",70.08,"2,871",160,5.57,249,75.45,330
MN,2021-02-05,"7,040",74.33,"9,471",471,4.97,594,68.2,871
MO,2021-02-05,"11,311",76.93,"14,703","1,566",10.65,"1,439",82.89,"1,736"
MS,2021-02-05,"5,054",64.84,"7,794",830,10.65,699,83.21,840
MT,2021-02-05,"1,807",63.45,"2,848",114,4.0,137,64.32,213
NC,2021-02-05,"16,794",76.88,"21,844","2,437",11.3,"2,037",81.38,"2,503"
ND,2021-02-05,"1,385",68.13,"2,033",117,5.76,113,55.39,204
NE,2021-02-05,"2,711",66.87,"4,054",292,7.35,371,65.2,569
NH,2021-02-05,"1,953",70.33,"2,777",164,5.91,173,61.35,282
NJ,2021-02-05,"14,998",72.01,"20,828","2,984",14.33,"1,554",52.88,"2,939"
NM,2021-02-05,"2,660",74.49,"3,571",459,12.85,378,84.94,445
NV,2021-02-05,"5,580",73.22,"7,621",957,12.87,718,78.81,911
NY,2021-02-05,"36,146",74.94,"48,214","8,700",18.04,"3,921",71.03,"5,520"
OH,2021-02-05,"20,708",71.73,"28,869","2,510",8.71,"2,866",69.85,"4,103"
OK,2021-02-05,"6,807",70.67,"9,632","1,184",12.48,893,83.69,"1,067"
OR,2021-02-05,"4,774",70.79,"6,744",350,5.19,519,66.11,785
PA,2021-02-05,"23,833",77.77,"30,644","3,459",11.41,"2,896",78.1,"3,708"
RI,2021-02-05,"2,071",82.9,"2,140",320,14.95,149,89.76,166
SC,2021-02-05,"8,049",81.16,"9,917","1,489",15.01,"1,063",80.59,"1,319"
SD,2021-02-05,"1,335",56.26,"2,373",111,4.68,131,57.21,229
TN,2021-02-05,"11,786",66.54,"17,713","1,432",8.31,"1,693",71.25,"2,376"
UT,2021-02-05,"3,123",58.78,"5,313",416,7.83,418,68.64,609
VA,2021-02-05,"12,017",73.03,"16,454","2,186",13.29,"1,434",73.73,"1,945"
VT,2021-02-05,681,57.81,"1,178",65,5.52,71,71.72,99
WA,2021-02-05,"8,476",69.29,"12,232",704,5.76,936,71.29,"1,313"
TX,2021-02-05,"46,976",74.95,"62,679","10,494",16.78,"6,750",89.4,"7,550"
WI,2021-02-05,"7,582",60.78,"12,474",664,5.44,940,58.71,"1,601"
WV,2021-02-05,"3,836",76.34,"5,025",401,7.98,450,72.82,618
WY,2021-02-05,553,38.56,"1,434",53,3.72,47,37.9,124
