state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-22,"487,531",69.45,"701,933","58,857",8.42,"60,483",70.57,"85,639"
AK,2021-02-22,822,56.03,"1,467",42,2.86,96,72.35,132
AL,2021-02-22,"9,835",70.8,"13,892",960,6.91,"1,324",83.17,"1,592"
AR,2021-02-22,"5,150",68.34,"7,537",639,8.48,745,70.86,"1,009"
AZ,2021-02-22,"9,259",66.2,"13,986","1,468",10.51,"1,230",57.58,"2,136"
CA,2021-02-22,"43,127",72.67,"59,349","6,868",11.57,"5,755",77.59,"7,417"
CO,2021-02-22,"7,520",61.99,"12,131",626,5.16,990,62.03,"1,596"
CT,2021-02-22,"5,720",73.66,"7,765",597,7.69,584,55.83,"1,046"
DC,2021-02-22,"2,307",78.31,"2,946",262,8.89,279,86.11,324
DE,2021-02-22,"1,721",66.4,"2,592",187,7.21,157,81.77,192
FL,2021-02-22,"40,288",77.01,"52,314","4,678",9.11,"4,879",76.43,"6,384"
GA,2021-02-22,"14,795",76.57,"19,321","2,709",14.02,"2,271",82.57,"2,736"
HI,2021-02-22,"1,726",69.88,"2,470",47,1.9,146,64.32,227
IA,2021-02-22,"4,428",57.63,"7,683",238,3.13,408,61.35,665
ID,2021-02-22,"1,699",53.61,"3,169",144,4.54,185,61.46,301
IL,2021-02-22,"18,404",63.67,"28,904","1,554",5.38,"1,992",57.13,"3,487"
IN,2021-02-22,"9,640",58.23,"16,556",850,5.13,"1,315",61.11,"2,152"
KS,2021-02-22,"4,312",54.34,"7,935",394,4.97,573,71.09,806
KY,2021-02-22,"6,944",56.5,"12,290",909,7.4,"1,126",63.98,"1,760"
LA,2021-02-22,"8,306",67.21,"12,359",627,5.17,"1,228",69.81,"1,759"
MA,2021-02-22,"12,846",76.16,"16,868",851,5.05,"1,032",72.47,"1,424"
MD,2021-02-22,"7,699",77.94,"9,878","1,220",12.35,984,74.43,"1,322"
ME,2021-02-22,"1,880",65.8,"2,857",92,3.22,226,68.54,329
MI,2021-02-22,"14,570",70.11,"20,782",823,3.96,"1,869",71.04,"2,631"
MN,2021-02-22,"6,404",69.92,"9,159",353,3.85,602,69.52,866
MO,2021-02-22,"10,433",72.63,"14,365","1,160",8.08,"1,308",77.08,"1,693"
MS,2021-02-22,"5,045",65.13,"7,746",611,7.89,661,79.16,835
MT,2021-02-22,"1,688",59.35,"2,844",101,3.55,116,50.88,228
NC,2021-02-22,"15,702",72.28,"21,724","1,589",7.35,"1,884",75.76,"2,487"
ND,2021-02-22,"1,386",69.3,"2,000",97,4.85,124,64.25,193
NE,2021-02-22,"2,590",63.93,"4,051",188,4.73,359,63.2,568
NH,2021-02-22,"1,788",64.36,"2,778",113,4.07,143,50.71,282
NJ,2021-02-22,"13,886",66.98,"20,732","2,095",10.11,"1,394",47.0,"2,966"
NM,2021-02-22,"2,525",68.91,"3,664",256,6.99,340,76.92,442
NV,2021-02-22,"5,186",68.37,"7,585",577,7.79,653,72.8,897
NY,2021-02-22,"34,433",71.67,"48,038","6,928",14.42,"3,696",67.42,"5,482"
OH,2021-02-22,"18,957",65.84,"28,791","1,644",5.72,"2,592",63.43,"4,087"
OK,2021-02-22,"6,352",66.26,"9,586",842,8.89,828,78.63,"1,053"
OR,2021-02-22,"4,671",69.43,"6,728",260,3.86,488,62.4,782
PA,2021-02-22,"22,299",73.71,"30,251","2,270",7.59,"2,653",74.19,"3,576"
RI,2021-02-22,"1,932",88.99,"2,171",207,9.53,124,78.98,157
SC,2021-02-22,"7,627",77.62,"9,826",914,9.3,962,74.69,"1,288"
SD,2021-02-22,"1,274",53.8,"2,368",91,3.84,126,54.78,230
TN,2021-02-22,"11,610",66.24,"17,528","1,057",6.19,"1,630",69.45,"2,347"
TX,2021-02-22,"44,654",73.31,"60,913","7,608",12.52,"6,487",87.18,"7,441"
UT,2021-02-22,"2,681",50.63,"5,295",268,5.06,362,59.52,609
VA,2021-02-22,"11,278",68.78,"16,397","1,497",9.13,"1,310",67.04,"1,954"
VT,2021-02-22,711,60.0,"1,185",39,3.29,70,70.71,99
WA,2021-02-22,"8,398",67.87,"12,373",524,4.23,876,66.41,"1,319"
WV,2021-02-22,"3,580",72.22,"4,958",334,6.74,425,68.44,621
WY,2021-02-22,495,34.42,"1,438",22,1.54,32,24.8,127
WI,2021-02-22,"6,948",56.08,"12,389",426,3.51,844,53.32,"1,583"
