state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2020-12-26,"452,438",65.01,"695,946","119,560",17.25,"63,829",74.52,"85,651"
AK,2020-12-26,703,49.13,"1,431",71,4.96,74,58.27,127
AL,2020-12-26,"9,329",66.87,"13,950","2,620",18.78,"1,246",87.11,"1,430"
AR,2020-12-26,"4,428",60.99,"7,260","1,064",14.66,767,76.62,"1,001"
AZ,2020-12-26,"10,010",72.7,"13,769","4,175",30.37,"1,556",73.92,"2,105"
CA,2020-12-26,"47,582",75.51,"63,015","19,931",31.63,"6,922",84.51,"8,190"
CO,2020-12-26,"5,553",54.66,"10,159","1,190",11.71,849,62.8,"1,352"
CT,2020-12-26,"5,351",68.86,"7,771","1,343",17.28,638,59.35,"1,075"
DC,2020-12-26,"2,035",72.97,"2,789",282,10.11,230,70.99,324
DE,2020-12-26,"1,566",62.51,"2,505",465,18.56,145,76.32,190
FL,2020-12-26,"35,437",69.26,"51,168","6,150",12.24,"4,861",77.65,"6,260"
GA,2020-12-26,"14,272",75.88,"18,809","4,296",22.84,"2,306",87.36,"2,639"
HI,2020-12-26,"1,594",64.72,"2,463",94,3.84,123,56.68,217
IA,2020-12-26,"3,946",50.9,"7,753",556,7.28,500,72.99,685
ID,2020-12-26,"1,473",48.39,"3,044",339,11.14,192,65.08,295
IL,2020-12-26,"17,058",58.65,"29,084","4,054",13.94,"2,233",63.64,"3,509"
IN,2020-12-26,"9,388",57.23,"16,404","2,798",17.06,"1,535",72.1,"2,129"
KS,2020-12-26,"3,914",50.48,"7,754",909,11.72,608,75.68,804
KY,2020-12-26,"6,242",50.73,"12,303","1,528",12.42,"1,088",61.88,"1,759"
LA,2020-12-26,"7,565",60.31,"12,542","1,353",10.79,"1,279",70.78,"1,807"
MA,2020-12-26,"10,463",71.11,"14,714","1,918",13.04,"1,050",72.77,"1,443"
MD,2020-12-26,"7,043",76.53,"9,203","1,948",21.17,985,80.02,"1,231"
ME,2020-12-26,"1,731",61.38,"2,820",232,8.21,216,68.14,317
MI,2020-12-26,"12,451",62.83,"19,817","2,736",13.81,"1,900",73.39,"2,589"
MN,2020-12-26,"5,883",63.46,"9,271","1,060",11.44,671,71.76,935
MO,2020-12-26,"9,426",64.45,"14,625","2,492",17.04,"1,431",79.94,"1,790"
MS,2020-12-26,"4,501",57.28,"7,857","1,285",16.35,711,82.67,860
MT,2020-12-26,"1,540",54.07,"2,848",210,7.37,136,59.87,228
NC,2020-12-26,"14,898",70.06,"21,264","3,286",15.55,"1,996",80.86,"2,469"
ND,2020-12-26,"1,229",60.89,"2,019",221,10.95,110,55.28,199
NE,2020-12-26,"2,727",58.0,"4,702",508,10.99,339,61.64,550
NH,2020-12-26,"1,642",59.28,"2,770",290,10.47,160,56.56,282
NJ,2020-12-26,"12,893",66.15,"19,490","3,666",18.81,"1,595",64.97,"2,455"
NM,2020-12-26,"2,396",64.77,"3,699",704,19.03,396,97.54,406
NV,2020-12-26,"5,411",73.12,"7,400","1,791",24.71,776,84.16,922
NY,2020-12-26,"30,707",61.08,"50,276","7,957",15.83,"3,391",58.87,"5,760"
OH,2020-12-26,"16,949",60.1,"28,200","4,602",16.32,"2,845",69.19,"4,112"
OK,2020-12-26,"5,991",63.02,"9,507","1,871",20.01,911,85.54,"1,065"
OR,2020-12-26,"4,109",63.54,"6,467",554,8.57,465,60.78,765
PA,2020-12-26,"22,091",70.03,"31,544","6,334",20.3,"3,013",77.1,"3,908"
RI,2020-12-26,"1,933",86.68,"2,230",453,20.31,138,90.79,152
SC,2020-12-26,"6,901",72.35,"9,538","1,776",18.62,973,77.47,"1,256"
SD,2020-12-26,"1,192",50.93,"2,341",268,11.45,137,58.3,235
TN,2020-12-26,"10,580",64.97,"16,285","2,920",18.49,"1,740",81.55,"2,133"
TX,2020-12-26,"39,102",66.13,"59,133","11,173",18.95,"6,413",87.83,"7,302"
UT,2020-12-26,"2,338",44.81,"5,217",519,9.95,398,63.68,625
VA,2020-12-26,"10,282",62.65,"16,412","2,414",14.71,"1,372",69.33,"1,979"
VT,2020-12-26,587,50.13,"1,171",20,1.71,56,53.85,104
WA,2020-12-26,"7,613",62.08,"12,264","1,127",9.19,921,68.89,"1,337"
WV,2020-12-26,"3,294",66.1,"4,983",717,14.39,498,82.18,606
WY,2020-12-26,477,33.54,"1,422",120,8.5,49,38.58,127
WI,2020-12-26,"6,614",52.98,"12,483","1,169",9.57,885,54.93,"1,611"
