state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-18,"510,616",72.52,"704,093","63,504",9.06,"62,980",73.3,"85,863"
AK,2021-02-18,824,55.45,"1,486",28,1.88,86,65.15,132
AL,2021-02-18,"10,366",74.95,"13,831","1,104",7.98,"1,349",85.16,"1,584"
AR,2021-02-18,"5,239",70.07,"7,477",644,8.61,732,68.71,"1,017"
AZ,2021-02-18,"10,026",69.86,"14,352","1,689",11.78,"1,334",61.02,"2,186"
CA,2021-02-18,"46,368",76.62,"60,513","8,102",13.39,"6,168",80.71,"7,642"
CO,2021-02-18,"6,854",67.83,"10,106",492,4.87,836,63.67,"1,313"
CT,2021-02-18,"6,112",78.64,"7,772",634,8.16,622,59.46,"1,046"
DC,2021-02-18,"2,381",80.25,"2,967",267,9.0,281,87.27,322
DE,2021-02-18,"1,851",71.36,"2,594",182,7.02,160,83.33,192
FL,2021-02-18,"42,824",81.32,"52,663","4,876",9.43,"5,192",80.6,"6,442"
GA,2021-02-18,"15,651",80.15,"19,527","3,125",16.0,"2,403",86.79,"2,763"
HI,2021-02-18,"1,784",71.5,"2,495",53,2.12,144,64.86,222
IA,2021-02-18,"4,701",61.24,"7,676",240,3.17,434,65.17,666
ID,2021-02-18,"1,845",57.19,"3,226",140,4.34,181,60.33,300
IL,2021-02-18,"19,297",66.58,"28,984","1,698",5.86,"2,160",62.03,"3,483"
IN,2021-02-18,"10,076",60.86,"16,555",930,5.61,"1,368",63.4,"2,157"
KS,2021-02-18,"4,449",56.89,"7,821",380,4.86,563,70.55,798
KY,2021-02-18,"6,983",56.8,"12,295",932,7.58,"1,122",63.75,"1,760"
LA,2021-02-18,"8,272",66.37,"12,463",708,5.79,"1,247",70.97,"1,757"
MA,2021-02-18,"13,515",79.4,"17,022",899,5.28,"1,084",75.47,"1,437"
MD,2021-02-18,"7,820",80.93,"9,663","1,235",12.78,"1,001",76.41,"1,310"
ME,2021-02-18,"1,893",65.73,"2,880",103,3.58,225,67.98,331
MI,2021-02-18,"15,152",72.1,"21,014",873,4.15,"1,937",73.48,"2,636"
MN,2021-02-18,"6,943",73.18,"9,488",377,3.97,629,72.22,871
MO,2021-02-18,"10,819",74.42,"14,538","1,204",8.28,"1,354",79.78,"1,694"
MS,2021-02-18,"4,930",64.14,"7,685",600,7.81,669,80.89,827
MT,2021-02-18,"1,779",62.57,"2,843",90,3.17,132,61.11,216
NC,2021-02-18,"16,569",76.02,"21,796","1,816",8.38,"1,964",78.53,"2,501"
ND,2021-02-18,"1,426",70.14,"2,033",108,5.31,127,61.35,207
NE,2021-02-18,"2,729",66.66,"4,094",206,5.12,360,63.05,571
NH,2021-02-18,"1,994",71.78,"2,778",108,3.89,168,59.75,282
NJ,2021-02-18,"14,554",70.06,"20,774","2,253",10.85,"1,436",48.76,"2,945"
NM,2021-02-18,"2,645",73.99,"3,575",269,7.52,349,78.78,443
NV,2021-02-18,"5,516",72.87,"7,570",669,9.05,668,74.3,899
NY,2021-02-18,"35,562",73.92,"48,094","7,032",14.62,"3,796",66.49,"5,708"
OH,2021-02-18,"20,045",69.22,"28,958","1,836",6.35,"2,792",68.57,"4,072"
OK,2021-02-18,"6,493",67.5,"9,620",889,9.35,852,79.48,"1,072"
OR,2021-02-18,"5,052",74.32,"6,798",285,4.19,545,67.96,802
PA,2021-02-18,"23,312",77.14,"30,221","2,406",8.05,"2,788",77.14,"3,614"
RI,2021-02-18,"2,104",95.12,"2,212",215,9.72,133,83.65,159
SC,2021-02-18,"8,097",81.9,"9,886","1,037",10.49,"1,008",77.68,"1,297"
SD,2021-02-18,"1,346",56.82,"2,368",89,3.76,125,53.65,233
TN,2021-02-18,"11,667",66.67,"17,498","1,107",6.49,"1,626",70.6,"2,303"
TX,2021-02-18,"46,332",75.18,"61,624","8,220",13.36,"6,632",89.96,"7,372"
UT,2021-02-18,"3,180",60.02,"5,297",284,5.36,402,66.34,606
VA,2021-02-18,"11,775",71.78,"16,404","1,593",9.71,"1,392",71.57,"1,945"
VT,2021-02-18,752,62.98,"1,194",42,3.52,70,70.71,99
WA,2021-02-18,"8,836",70.66,"12,506",600,4.8,930,71.83,"1,294"
WV,2021-02-18,"3,767",75.86,"4,966",333,6.71,476,76.98,619
WY,2021-02-18,556,38.72,"1,436",42,2.95,57,44.88,127
WI,2021-02-18,"7,553",60.64,"12,455",459,3.77,872,54.85,"1,589"
