state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2020-12-24,"492,558",70.28,"700,933","120,983",17.34,"66,028",76.67,"86,117"
AL,2020-12-24,"9,939",70.78,"14,042","2,594",18.47,"1,282",88.9,"1,442"
AZ,2020-12-24,"10,587",76.21,"13,891","4,208",30.34,"1,613",76.45,"2,110"
CT,2020-12-24,"5,860",75.18,"7,795","1,344",17.24,665,61.98,"1,073"
DC,2020-12-24,"2,249",78.91,"2,850",298,10.46,267,81.65,327
GA,2020-12-24,"15,355",80.92,"18,975","4,208",22.18,"2,356",88.6,"2,659"
ID,2020-12-24,"1,565",51.06,"3,065",334,10.9,193,65.42,295
IN,2020-12-24,"10,385",63.28,"16,411","2,897",17.65,"1,632",76.76,"2,126"
LA,2020-12-24,"8,231",65.32,"12,601","1,388",11.22,"1,309",72.76,"1,799"
MD,2020-12-24,"7,609",80.31,"9,475","1,992",21.02,"1,019",79.61,"1,280"
AK,2020-12-24,813,56.77,"1,432",92,6.42,78,62.9,124
AR,2020-12-24,"4,937",66.4,"7,435","1,119",15.05,757,75.4,"1,004"
CA,2020-12-24,"49,330",77.74,"63,459","19,653",30.97,"6,871",85.65,"8,022"
CO,2020-12-24,"6,349",62.31,"10,189","1,307",12.83,907,60.27,"1,505"
DE,2020-12-24,"1,678",66.4,"2,527",483,19.11,152,80.0,190
FL,2020-12-24,"38,925",75.51,"51,548","6,107",12.07,"5,039",80.11,"6,290"
HI,2020-12-24,"1,640",66.4,"2,470",95,3.85,126,57.8,218
IA,2020-12-24,"4,428",57.25,"7,734",612,8.02,467,68.08,686
IL,2020-12-24,"19,030",65.37,"29,110","4,317",14.83,"2,328",65.99,"3,528"
KS,2020-12-24,"4,259",54.71,"7,785","1,001",12.86,629,78.43,802
KY,2020-12-24,"6,855",55.86,"12,271","1,625",13.24,"1,114",63.33,"1,759"
MA,2020-12-24,"11,209",75.66,"14,815","1,877",12.67,"1,072",74.7,"1,435"
ME,2020-12-24,"1,812",64.3,"2,818",229,8.13,213,66.98,318
MI,2020-12-24,"14,317",70.21,"20,392","2,859",14.02,"2,028",77.23,"2,626"
MN,2020-12-24,"6,725",70.53,"9,535","1,138",11.93,706,74.08,953
MO,2020-12-24,"10,812",71.97,"15,023","2,639",17.57,"1,503",83.92,"1,791"
MS,2020-12-24,"4,754",59.97,"7,927","1,356",17.11,715,82.66,865
MT,2020-12-24,"1,651",58.8,"2,808",218,7.76,151,66.81,226
ND,2020-12-24,"1,369",68.28,"2,005",235,11.72,121,58.45,207
NH,2020-12-24,"1,838",66.31,"2,772",298,10.75,181,63.73,284
NJ,2020-12-24,"14,154",72.4,"19,550","3,787",19.44,"1,636",66.53,"2,459"
NV,2020-12-24,"5,756",77.74,"7,404","1,835",25.34,799,86.94,919
NY,2020-12-24,"33,274",66.09,"50,345","7,708",15.31,"3,512",61.24,"5,735"
OK,2020-12-24,"6,642",69.19,"9,600","1,876",19.86,938,88.83,"1,056"
PA,2020-12-24,"23,740",74.3,"31,952","6,562",20.77,"3,152",79.8,"3,950"
SC,2020-12-24,"7,303",76.06,"9,601","1,675",17.45,996,79.24,"1,257"
TN,2020-12-24,"11,323",69.4,"16,315","2,968",18.77,"1,796",84.16,"2,134"
UT,2020-12-24,"2,835",54.34,"5,217",551,10.56,418,66.88,625
VA,2020-12-24,"11,131",67.91,"16,392","2,366",14.43,"1,409",70.77,"1,991"
NC,2020-12-24,"15,657",73.26,"21,371","3,095",14.57,"2,023",81.77,"2,474"
NE,2020-12-24,"2,975",62.36,"4,771",548,11.68,365,65.77,555
NM,2020-12-24,"2,662",71.62,"3,717",719,19.34,406,98.31,413
OH,2020-12-24,"18,985",66.73,"28,452","4,792",16.88,"3,067",74.37,"4,124"
OR,2020-12-24,"4,531",69.36,"6,533",577,8.83,486,64.37,755
RI,2020-12-24,"2,012",87.75,"2,293",454,19.8,149,91.41,163
SD,2020-12-24,"1,311",55.86,"2,347",280,11.93,140,59.57,235
TX,2020-12-24,"43,445",71.79,"60,621","11,300",18.69,"6,771",89.07,"7,602"
VT,2020-12-24,662,56.34,"1,175",24,2.04,64,60.95,105
WA,2020-12-24,"8,098",72.33,"11,196","1,231",10.99,951,74.82,"1,271"
WI,2020-12-24,"7,363",58.94,"12,492","1,237",10.12,912,56.47,"1,615"
WV,2020-12-24,"3,585",71.6,"5,007",726,14.5,482,79.28,608
WY,2020-12-24,603,42.41,"1,422",149,10.56,62,48.82,127
