state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-25,"521,076",73.77,"706,324","54,559",7.76,"62,795",73.11,"85,818"
AK,2021-02-25,897,60.65,"1,479",41,2.77,100,78.74,127
AL,2021-02-25,"10,614",76.5,"13,874",844,6.09,"1,373",86.14,"1,594"
AR,2021-02-25,"5,646",73.26,"7,707",552,7.16,776,72.32,"1,015"
AZ,2021-02-25,"9,970",70.07,"14,228","1,283",9.03,"1,267",57.49,"2,204"
CA,2021-02-25,"45,685",76.0,"60,112","6,106",10.16,"5,810",77.78,"7,469"
CO,2021-02-25,"6,741",66.64,"10,115",454,4.49,836,63.52,"1,317"
CT,2021-02-25,"6,283",80.43,"7,812",543,6.95,606,57.99,"1,045"
DC,2021-02-25,"2,307",83.23,"2,772",238,8.59,289,86.27,335
DE,2021-02-25,"1,953",75.41,"2,590",176,6.8,160,84.21,190
FL,2021-02-25,"42,736",81.03,"52,743","4,424",8.55,"5,231",81.25,"6,438"
GA,2021-02-25,"15,283",78.89,"19,372","2,542",13.12,"2,229",80.99,"2,746"
HI,2021-02-25,"1,703",68.53,"2,485",45,1.81,145,63.6,228
IA,2021-02-25,"4,838",62.83,"7,701",203,2.67,451,67.82,665
ID,2021-02-25,"1,850",57.34,"3,227",137,4.25,200,66.01,303
IL,2021-02-25,"20,058",69.25,"28,964","1,487",5.13,"2,197",63.19,"3,477"
IN,2021-02-25,"10,801",63.81,"16,926",764,4.52,"1,475",67.76,"2,174"
KS,2021-02-25,"4,594",58.56,"7,845",340,4.33,585,72.67,805
KY,2021-02-25,"7,601",61.83,"12,294",834,6.78,"1,135",64.49,"1,760"
LA,2021-02-25,"8,927",71.26,"12,528",580,4.72,"1,279",71.77,"1,782"
MA,2021-02-25,"13,690",80.09,"17,094",776,4.54,"1,080",75.42,"1,432"
MD,2021-02-25,"8,314",82.7,"10,053","1,222",12.16,"1,007",75.89,"1,327"
ME,2021-02-25,"1,975",68.7,"2,875",88,3.06,228,68.26,334
MI,2021-02-25,"15,880",75.13,"21,137",827,3.91,"2,008",75.44,"2,662"
MN,2021-02-25,"7,270",75.96,"9,571",342,3.58,645,72.07,895
MO,2021-02-25,"11,684",78.85,"14,817","1,142",7.71,"1,396",81.56,"1,708"
MS,2021-02-25,"5,408",68.88,"7,851",542,6.9,665,79.55,836
MT,2021-02-25,"1,774",62.38,"2,844",76,2.67,114,53.52,213
NC,2021-02-25,"16,382",75.29,"21,759","1,455",6.72,"1,956",78.3,"2,498"
ND,2021-02-25,"1,474",72.01,"2,047",83,4.05,116,59.79,194
NE,2021-02-25,"2,771",68.42,"4,056",174,4.38,366,64.55,567
NH,2021-02-25,"1,991",71.52,"2,784",105,3.77,171,60.64,282
NJ,2021-02-25,"14,950",71.7,"20,852","2,054",9.85,"1,419",48.02,"2,955"
NM,2021-02-25,"2,614",72.11,"3,625",225,6.21,344,78.36,439
NV,2021-02-25,"5,424",71.6,"7,575",513,6.94,657,73.33,896
NY,2021-02-25,"36,129",75.13,"48,072","6,545",13.61,"3,794",68.72,"5,522"
OH,2021-02-25,"20,734",71.81,"28,874","1,590",5.52,"2,771",68.25,"4,060"
OK,2021-02-25,"6,846",70.79,"9,670",707,7.41,855,80.13,"1,067"
OR,2021-02-25,"5,004",74.28,"6,737",248,3.68,510,65.47,779
PA,2021-02-25,"24,025",80.24,"29,942","2,350",7.94,"2,827",78.08,"3,620"
RI,2021-02-25,"2,017",91.89,"2,195",206,9.38,140,86.42,162
SC,2021-02-25,"7,925",80.09,"9,895",872,8.81,987,75.57,"1,306"
SD,2021-02-25,"1,398",58.91,"2,373",94,3.96,127,54.51,233
TN,2021-02-25,"12,124",68.8,"17,623","1,014",5.92,"1,728",73.27,"2,359"
TX,2021-02-25,"48,170",76.44,"63,016","6,782",10.79,"6,563",87.83,"7,472"
UT,2021-02-25,"3,011",56.89,"5,293",251,4.74,394,64.91,607
VA,2021-02-25,"11,800",72.08,"16,371","1,392",8.5,"1,386",70.97,"1,953"
VT,2021-02-25,773,65.29,"1,184",30,2.53,68,68.69,99
WA,2021-02-25,"8,780",70.45,"12,464",512,4.11,942,70.83,"1,330"
WV,2021-02-25,"3,927",78.82,"4,982",300,6.02,452,73.26,617
WY,2021-02-25,574,39.88,"1,438",24,1.72,43,33.86,127
WI,2021-02-25,"7,751",62.1,"12,481",421,3.45,890,55.94,"1,592"
