state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-01-12,"531,307",75.08,"707,631","133,376",18.96,"69,849",79.18,"88,216"
CT,2021-01-12,"6,247",80.7,"7,741","1,298",16.77,644,60.98,"1,056"
DC,2021-01-12,"2,408",80.27,"3,000",360,12.0,282,85.98,328
AK,2021-01-12,802,56.01,"1,432",67,4.68,76,62.81,121
AL,2021-01-12,"11,072",79.53,"13,922","3,129",22.48,"1,576",95.86,"1,644"
AR,2021-01-12,"5,581",72.41,"7,707","1,265",16.41,853,80.55,"1,059"
AZ,2021-01-12,"11,454",78.54,"14,584","4,938",33.92,"1,733",74.6,"2,323"
CA,2021-01-12,"53,586",82.5,"64,949","22,299",34.33,"7,997",89.88,"8,897"
CO,2021-01-12,"6,445",62.71,"10,277",955,9.29,840,62.83,"1,337"
DE,2021-01-12,"1,916",73.98,"2,590",490,18.92,165,85.49,193
FL,2021-01-12,"43,245",82.51,"52,415","8,386",16.3,"5,501",85.08,"6,466"
GA,2021-01-12,"16,672",86.6,"19,252","6,059",31.47,"2,571",95.79,"2,684"
HI,2021-01-12,"1,746",70.52,"2,476",133,5.37,149,65.07,229
IA,2021-01-12,"4,800",62.23,"7,713",557,7.32,453,67.92,667
ID,2021-01-12,"1,773",57.29,"3,095",315,10.18,216,73.22,295
IL,2021-01-12,"19,895",68.52,"29,037","3,697",12.73,"2,280",65.16,"3,499"
IN,2021-01-12,"10,910",66.53,"16,399","2,456",14.98,"1,606",75.26,"2,134"
KS,2021-01-12,"4,656",59.7,"7,799",976,12.51,639,79.48,804
KY,2021-01-12,"7,424",60.48,"12,276","1,742",14.19,"1,184",67.2,"1,762"
LA,2021-01-12,"9,034",71.09,"12,707","1,714",13.74,"1,442",79.93,"1,804"
MA,2021-01-12,"12,069",79.42,"15,197","1,933",12.72,"1,172",79.57,"1,473"
MD,2021-01-12,"8,083",83.06,"9,732","2,058",21.15,"1,095",82.39,"1,329"
ME,2021-01-12,"2,019",70.35,"2,870",235,8.19,254,77.44,328
MI,2021-01-12,"15,585",75.61,"20,612","2,369",11.49,"1,995",77.69,"2,568"
MN,2021-01-12,"6,981",72.95,"9,569",797,8.33,648,71.76,903
MS,2021-01-12,"5,115",64.54,"7,925","1,417",17.88,723,83.2,869
MT,2021-01-12,"1,864",64.93,"2,871",212,7.38,137,64.32,213
ND,2021-01-12,"1,370",67.59,"2,027",166,8.19,131,61.79,212
NJ,2021-01-12,"14,980",71.53,"20,943","3,845",18.36,"1,641",56.49,"2,905"
NV,2021-01-12,"6,032",81.16,"7,432","1,736",23.96,803,84.79,947
NY,2021-01-12,"36,652",75.6,"48,482","9,848",20.31,"3,856",70.97,"5,433"
OK,2021-01-12,"6,893",71.31,"9,666","1,967",20.69,968,89.13,"1,086"
PA,2021-01-12,"24,779",81.72,"30,323","5,683",18.96,"3,213",81.42,"3,946"
SC,2021-01-12,"8,400",85.31,"9,846","2,367",24.04,"1,109",84.33,"1,315"
TN,2021-01-12,"11,566",65.01,"17,791","3,099",17.9,"1,645",69.5,"2,367"
UT,2021-01-12,"3,062",58.32,"5,250",598,11.39,451,71.93,627
VA,2021-01-12,"12,491",76.04,"16,427","3,108",18.92,"1,592",78.66,"2,024"
MO,2021-01-12,"11,515",77.86,"14,789","2,540",17.17,"1,543",85.72,"1,800"
NC,2021-01-12,"16,858",78.39,"21,504","3,944",19.14,"2,127",85.77,"2,480"
NE,2021-01-12,"2,848",68.1,"4,182",482,11.75,375,66.14,567
NH,2021-01-12,"2,002",72.25,"2,771",282,10.18,174,61.48,283
NM,2021-01-12,"2,810",75.97,"3,699",669,18.09,392,93.78,418
OH,2021-01-12,"20,871",73.32,"28,464","4,340",15.28,"3,109",75.64,"4,110"
OR,2021-01-12,"4,787",71.88,"6,660",521,7.82,556,72.97,762
RI,2021-01-12,"2,087",89.72,"2,326",450,19.35,146,90.12,162
SD,2021-01-12,"1,417",60.48,"2,343",241,10.29,163,68.78,237
TX,2021-01-12,"46,437",75.1,"61,836","14,527",23.58,"7,074",90.96,"7,777"
VT,2021-01-12,774,65.76,"1,177",56,4.76,71,68.27,104
WA,2021-01-12,"8,855",70.09,"12,633","1,032",8.17,973,73.6,"1,322"
WI,2021-01-12,"7,913",63.22,"12,516","1,110",9.06,944,58.82,"1,605"
WV,2021-01-12,"3,905",78.75,"4,959",793,15.99,512,83.25,615
WY,2021-01-12,621,43.18,"1,438",115,8.07,50,39.37,127
