state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2020-12-31,"524,094",74.15,"706,777","127,774",18.18,"67,758",78.4,"86,423"
AL,2020-12-31,"10,952",77.57,"14,118","2,894",20.5,"1,375",94.11,"1,461"
AZ,2020-12-31,"11,126",79.01,"14,081","4,540",32.3,"1,657",77.36,"2,142"
CA,2020-12-31,"51,197",79.54,"64,365","21,099",32.78,"7,436",87.82,"8,467"
CT,2020-12-31,"6,089",78.4,"7,767","1,264",16.27,676,62.83,"1,076"
DC,2020-12-31,"2,348",81.78,"2,871",296,10.31,268,78.82,340
GA,2020-12-31,"16,534",86.67,"19,078","4,838",25.36,"2,420",91.39,"2,648"
ID,2020-12-31,"1,740",55.77,"3,120",315,10.1,195,65.66,297
IN,2020-12-31,"10,952",66.66,"16,430","2,782",16.93,"1,717",80.38,"2,136"
KS,2020-12-31,"4,769",60.95,"7,824",985,12.59,640,79.4,806
LA,2020-12-31,"9,023",71.14,"12,684","1,615",12.96,"1,421",78.94,"1,800"
MD,2020-12-31,"8,112",84.43,"9,608","1,983",20.64,"1,070",81.68,"1,310"
MI,2020-12-31,"14,992",73.12,"20,503","2,642",12.89,"2,015",76.91,"2,620"
AK,2020-12-31,763,52.77,"1,446",72,4.98,85,66.93,127
AR,2020-12-31,"5,549",73.13,"7,588","1,193",15.72,729,71.05,"1,026"
CO,2020-12-31,"6,666",65.6,"10,162","1,163",11.44,904,66.67,"1,356"
DE,2020-12-31,"1,851",72.82,"2,542",437,17.19,153,79.69,192
FL,2020-12-31,"41,611",80.1,"51,952","6,969",13.67,"5,230",82.4,"6,347"
HI,2020-12-31,"1,689",68.02,"2,483",114,4.59,145,65.02,223
IA,2020-12-31,"4,726",61.15,"7,729",584,7.66,471,68.96,683
IL,2020-12-31,"19,745",67.84,"29,106","4,074",14.0,"2,314",65.89,"3,512"
KY,2020-12-31,"7,255",59.13,"12,269","1,675",13.65,"1,176",66.86,"1,759"
MA,2020-12-31,"11,974",79.1,"15,138","2,122",14.02,"1,122",75.81,"1,480"
ME,2020-12-31,"1,945",68.56,"2,837",232,8.18,236,74.45,317
MN,2020-12-31,"7,080",73.23,"9,668",994,10.28,694,73.44,945
MO,2020-12-31,"11,551",75.76,"15,247","2,639",17.31,"1,510",82.56,"1,829"
MS,2020-12-31,"5,280",66.36,"7,957","1,401",17.61,735,85.76,857
MT,2020-12-31,"1,821",64.46,"2,825",194,6.87,148,67.89,218
NC,2020-12-31,"16,473",76.61,"21,503","3,529",17.13,"2,025",81.82,"2,475"
ND,2020-12-31,"1,414",68.98,"2,050",197,9.61,120,57.14,210
NE,2020-12-31,"3,201",66.22,"4,834",553,11.63,370,66.07,560
NH,2020-12-31,"1,956",70.41,"2,778",336,12.1,177,63.21,280
NJ,2020-12-31,"14,671",74.29,"19,747","3,795",19.22,"1,679",68.9,"2,437"
NM,2020-12-31,"2,824",76.39,"3,697",735,19.88,418,99.76,419
NV,2020-12-31,"6,023",81.18,"7,419","1,841",25.41,808,85.59,944
NY,2020-12-31,"34,328",70.67,"48,575","8,655",17.82,"3,664",68.54,"5,346"
OK,2020-12-31,"6,994",73.1,"9,568","1,982",21.06,953,88.4,"1,078"
PA,2020-12-31,"27,303",84.69,"32,240","6,479",20.32,"3,132",80.29,"3,901"
SC,2020-12-31,"8,179",84.73,"9,653","1,931",20.0,"1,044",82.92,"1,259"
SD,2020-12-31,"1,389",59.31,"2,342",272,11.61,144,59.75,241
TN,2020-12-31,"11,821",66.69,"17,726","3,292",19.1,"1,752",72.13,"2,429"
UT,2020-12-31,"3,123",59.49,"5,250",538,10.25,404,64.64,625
VA,2020-12-31,"11,869",72.33,"16,409","2,579",15.72,"1,460",74.8,"1,952"
VT,2020-12-31,686,58.23,"1,178",30,2.55,65,62.5,104
OH,2020-12-31,"20,243",71.51,"28,308","4,727",16.73,"3,031",74.29,"4,080"
OR,2020-12-31,"4,861",72.66,"6,690",596,8.91,515,65.27,789
RI,2020-12-31,"2,033",86.73,"2,344",480,20.48,140,88.05,159
TX,2020-12-31,"46,370",75.35,"61,536","12,880",20.99,"6,822",91.3,"7,472"
WA,2020-12-31,"8,709",69.23,"12,579","1,094",8.7,983,73.63,"1,335"
WI,2020-12-31,"7,806",62.38,"12,514","1,168",9.54,943,58.39,"1,615"
WV,2020-12-31,"3,868",77.34,"5,001",860,17.2,518,84.64,612
WY,2020-12-31,610,42.42,"1,438",109,7.64,49,38.58,127
