state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-03-05,"507,466",72.09,"703,984","44,596",6.36,"60,908",71.41,"85,220"
AK,2021-03-05,831,56.15,"1,480",36,2.43,78,59.54,131
AL,2021-03-05,"10,190",73.47,"13,871",596,4.3,"1,334",83.79,"1,592"
AR,2021-03-05,"5,436",71.05,"7,651",409,5.35,749,68.17,"1,036"
AZ,2021-03-05,"9,817",69.5,"14,126",932,6.61,"1,254",58.22,"2,154"
CA,2021-03-05,"44,626",74.99,"59,510","4,449",7.48,"5,437",75.2,"7,230"
CO,2021-03-05,"6,454",63.69,"10,134",400,3.95,810,64.39,"1,258"
CT,2021-03-05,"6,165",79.22,"7,782",475,6.1,586,55.97,"1,047"
DC,2021-03-05,"2,199",80.76,"2,723",205,7.53,267,84.76,315
DE,2021-03-05,"1,844",70.95,"2,599",120,4.62,170,89.47,190
FL,2021-03-05,"41,900",79.56,"52,666","3,853",7.45,"5,143",79.75,"6,449"
GA,2021-03-05,"15,174",78.57,"19,312","2,060",10.66,"2,288",83.0,"2,747"
HI,2021-03-05,"1,653",66.68,"2,479",45,1.82,141,61.3,230
IA,2021-03-05,"4,639",60.36,"7,686",180,2.37,421,63.12,667
ID,2021-03-05,"1,744",54.18,"3,220",142,4.41,186,61.75,302
IL,2021-03-05,"19,192",66.42,"28,894","1,276",4.41,"2,095",60.72,"3,450"
IN,2021-03-05,"10,494",62.06,"16,909",639,3.78,"1,453",66.84,"2,174"
KS,2021-03-05,"4,439",56.53,"7,853",268,3.41,584,73.37,796
KY,2021-03-05,"7,214",58.59,"12,313",608,4.93,"1,110",63.0,"1,762"
LA,2021-03-05,"8,626",68.95,"12,511",482,3.93,"1,222",68.88,"1,774"
MA,2021-03-05,"13,332",79.37,"16,797",646,3.85,"1,054",74.38,"1,417"
MD,2021-03-05,"8,016",80.61,"9,944","1,022",10.28,997,74.57,"1,337"
ME,2021-03-05,"1,986",69.13,"2,873",97,3.38,240,72.51,331
MI,2021-03-05,"15,820",75.16,"21,050",866,4.12,"1,962",73.71,"2,661"
MN,2021-03-05,"7,066",74.55,"9,478",290,3.06,626,69.94,895
MO,2021-03-05,"11,329",77.14,"14,686",940,6.4,"1,363",81.36,"1,674"
MS,2021-03-05,"5,015",64.45,"7,781",408,5.24,607,73.4,827
MT,2021-03-05,"1,750",61.32,"2,854",73,2.56,123,56.94,216
NC,2021-03-05,"15,979",73.29,"21,802","1,184",5.46,"1,882",75.57,"2,491"
ND,2021-03-05,"1,404",69.7,"2,015",79,3.92,117,60.31,194
NE,2021-03-05,"2,682",66.75,"4,023",166,4.2,362,63.82,568
NH,2021-03-05,"1,935",69.5,"2,784",99,3.56,178,63.12,282
NJ,2021-03-05,"14,668",70.43,"20,826","1,915",9.2,"1,400",46.13,"3,035"
NM,2021-03-05,"2,581",71.44,"3,613",167,4.62,357,81.88,436
NV,2021-03-05,"5,313",70.19,"7,569",411,5.56,619,64.08,966
NY,2021-03-05,"35,221",73.38,"47,991","5,781",12.05,"3,758",68.83,"5,460"
OH,2021-03-05,"20,492",71.23,"28,767","1,206",4.2,"2,775",67.8,"4,093"
OK,2021-03-05,"6,672",68.75,"9,706",510,5.32,840,79.99,"1,050"
OR,2021-03-05,"4,888",72.29,"6,762",208,3.08,490,62.36,786
PA,2021-03-05,"23,228",77.5,"29,972","1,884",6.36,"2,767",77.7,"3,561"
RI,2021-03-05,"2,048",95.34,"2,148",177,8.24,140,85.89,163
SC,2021-03-05,"7,519",76.08,"9,883",608,6.15,924,70.91,"1,303"
SD,2021-03-05,"1,370",57.95,"2,364",66,2.79,120,52.86,227
TN,2021-03-05,"11,898",67.65,"17,588",802,4.68,"1,661",71.04,"2,338"
TX,2021-03-05,"46,243",73.88,"62,590","5,489",8.8,"6,202",84.96,"7,300"
UT,2021-03-05,"3,141",59.2,"5,306",203,3.83,387,63.86,606
VA,2021-03-05,"11,762",72.31,"16,267","1,134",6.97,"1,334",68.88,"1,936"
VT,2021-03-05,775,65.51,"1,183",26,2.2,70,71.43,98
WA,2021-03-05,"8,693",68.46,"12,697",390,3.07,915,68.03,"1,345"
WV,2021-03-05,"3,842",76.05,"5,052",230,4.55,443,71.34,621
WY,2021-03-05,594,41.27,"1,438",26,1.82,39,30.71,127
WI,2021-03-05,"7,566",60.73,"12,458",319,2.62,826,52.58,"1,572"
