state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-09,"515,591",73.0,"705,846","81,075",11.54,"64,832",74.61,"86,824"
AK,2021-02-09,794,53.98,"1,471",32,2.18,80,64.0,125
AL,2021-02-09,"10,630",76.5,"13,895","1,577",11.35,"1,395",86.92,"1,605"
AR,2021-02-09,"5,465",71.48,"7,646",759,9.93,769,70.86,"1,033"
AZ,2021-02-09,"10,217",71.27,"14,335","2,519",17.6,"1,445",64.34,"2,246"
CA,2021-02-09,"47,810",78.02,"61,278","11,441",18.67,"6,725",85.14,"7,899"
CO,2021-02-09,"6,726",66.63,"10,095",561,5.56,831,62.81,"1,323"
CT,2021-02-09,"6,234",80.07,"7,786",878,11.28,641,60.87,"1,053"
DC,2021-02-09,"2,375",79.3,"2,995",319,10.65,267,84.23,317
DE,2021-02-09,"1,929",73.54,"2,623",257,9.8,165,85.49,193
FL,2021-02-09,"42,769",81.63,"52,392","5,847",11.38,"5,237",81.5,"6,426"
GA,2021-02-09,"15,870",81.74,"19,415","3,711",19.11,"2,449",86.47,"2,820"
HI,2021-02-09,"1,764",70.99,"2,485",79,3.18,148,65.49,226
IA,2021-02-09,"4,648",60.58,"7,673",291,3.84,424,64.17,660
ID,2021-02-09,"1,800",55.78,"3,228",181,5.61,201,66.56,302
IL,2021-02-09,"19,173",66.29,"28,924","2,124",7.34,"2,144",61.77,"3,470"
IN,2021-02-09,"10,316",62.14,"16,600","1,253",7.55,"1,391",64.16,"2,168"
KS,2021-02-09,"4,329",55.57,"7,790",487,6.25,562,70.6,796
KY,2021-02-09,"7,296",59.33,"12,298","1,202",9.77,"1,168",66.36,"1,760"
LA,2021-02-09,"8,824",69.76,"12,649",941,7.58,"1,287",71.86,"1,791"
MA,2021-02-09,"13,455",79.01,"17,029","1,247",7.32,"1,141",77.78,"1,467"
MD,2021-02-09,"7,893",81.11,"9,731","1,575",16.19,"1,046",79.06,"1,323"
ME,2021-02-09,"1,973",68.63,"2,875",154,5.36,233,70.18,332
MI,2021-02-09,"15,611",74.04,"21,085","1,174",5.57,"1,997",75.13,"2,658"
MN,2021-02-09,"6,761",72.06,"9,383",425,4.53,602,69.94,860
MT,2021-02-09,"1,760",61.99,"2,839",114,4.02,124,61.08,203
MO,2021-02-09,"10,850",74.75,"14,515","1,437",9.9,"1,377",80.88,"1,700"
MS,2021-02-09,"5,066",65.2,"7,770",720,9.27,667,80.17,832
NC,2021-02-09,"16,784",76.88,"21,832","2,282",10.52,"2,044",81.5,"2,508"
ND,2021-02-09,"1,388",68.58,"2,024",119,5.88,107,54.04,198
NE,2021-02-09,"2,679",65.57,"4,086",262,6.54,354,62.11,570
NH,2021-02-09,"1,976",71.13,"2,778",149,5.36,183,64.89,282
NJ,2021-02-09,"14,941",71.74,"20,828","2,847",13.67,"1,516",51.79,"2,927"
NM,2021-02-09,"2,732",75.08,"3,639",417,11.46,366,83.07,440
NV,2021-02-09,"5,608",73.73,"7,606",917,12.36,717,79.4,903
NY,2021-02-09,"36,415",75.57,"48,172","8,558",17.77,"3,937",68.48,"5,749"
OH,2021-02-09,"20,500",70.89,"28,920","2,378",8.24,"2,824",68.9,"4,098"
OK,2021-02-09,"6,632",68.79,"9,641","1,098",11.56,906,84.59,"1,071"
OR,2021-02-09,"4,823",71.27,"6,767",321,4.74,517,64.79,798
PA,2021-02-09,"23,752",77.75,"30,550","3,348",11.08,"2,918",77.38,"3,771"
RI,2021-02-09,"2,050",86.87,"2,018",290,14.37,137,89.54,153
SC,2021-02-09,"8,056",81.37,"9,900","1,344",13.58,"1,063",80.9,"1,314"
SD,2021-02-09,"1,306",55.04,"2,373",105,4.42,127,54.27,234
TN,2021-02-09,"11,741",66.23,"17,728","1,341",7.77,"1,697",71.48,"2,374"
TX,2021-02-09,"45,545",73.41,"62,045","9,872",15.94,"6,609",87.69,"7,537"
UT,2021-02-09,"3,041",57.4,"5,298",352,6.64,397,65.3,608
VA,2021-02-09,"11,979",72.85,"16,443","2,018",12.27,"1,441",73.78,"1,953"
VT,2021-02-09,771,65.45,"1,178",61,5.18,83,83.84,99
WA,2021-02-09,"8,637",70.08,"12,325",665,5.4,957,73.17,"1,308"
WV,2021-02-09,"3,796",76.24,"4,979",381,7.65,444,71.73,619
WY,2021-02-09,528,36.8,"1,436",52,3.61,44,35.48,124
WI,2021-02-09,"7,572",60.7,"12,475",596,4.88,930,58.2,"1,598"
