state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-28,"481,554",68.84,"699,484","49,659",7.13,"59,086",69.29,"85,272"
AL,2021-02-28,"9,708",69.7,"13,928",794,5.7,"1,299",80.99,"1,604"
CT,2021-02-28,"5,797",74.4,"7,792",497,6.38,585,55.98,"1,045"
DC,2021-02-28,"2,103",78.09,"2,693",229,8.5,276,85.45,323
ID,2021-02-28,"1,632",51.1,"3,193",142,4.45,179,59.08,303
AK,2021-02-28,851,57.69,"1,475",23,1.56,78,60.94,128
AR,2021-02-28,"5,116",68.11,"7,511",489,6.51,752,74.64,"1,008"
AZ,2021-02-28,"9,040",65.14,"13,878","1,141",8.23,"1,173",54.31,"2,160"
CA,2021-02-28,"42,826",72.42,"59,137","5,345",9.04,"5,524",75.15,"7,350"
CO,2021-02-28,"6,147",60.57,"10,148",455,4.48,788,62.24,"1,266"
DE,2021-02-28,"1,714",66.59,"2,574",157,6.1,153,82.26,186
FL,2021-02-28,"39,347",75.16,"52,350","4,128",8.03,"4,899",76.23,"6,427"
GA,2021-02-28,"14,581",75.36,"19,350","2,316",11.97,"2,206",80.29,"2,748"
HI,2021-02-28,"1,679",67.62,"2,483",35,1.41,137,58.55,234
IA,2021-02-28,"4,292",55.61,"7,717",206,2.7,406,60.96,666
IL,2021-02-28,"18,293",63.37,"28,866","1,345",4.66,"1,929",55.59,"3,470"
IN,2021-02-28,"9,733",57.61,"16,894",747,4.42,"1,293",59.61,"2,169"
KS,2021-02-28,"4,351",55.61,"7,824",316,4.04,565,70.54,801
KY,2021-02-28,"6,909",56.12,"12,312",732,5.95,"1,081",61.4,"1,761"
LA,2021-02-28,"8,364",67.49,"12,393",547,4.5,"1,202",67.26,"1,787"
MA,2021-02-28,"13,084",78.16,"16,740",758,4.53,"1,010",71.63,"1,410"
MD,2021-02-28,"7,809",78.93,"9,893","1,103",11.15,988,74.4,"1,328"
ME,2021-02-28,"1,822",63.68,"2,861",82,2.87,208,63.46,327
MI,2021-02-28,"14,703",70.82,"20,760",844,4.06,"1,885",71.59,"2,633"
MN,2021-02-28,"6,541",70.53,"9,274",311,3.35,601,67.6,889
MO,2021-02-28,"10,513",73.32,"14,338",958,6.68,"1,280",76.78,"1,667"
MS,2021-02-28,"4,843",63.05,"7,681",478,6.23,625,76.41,818
MT,2021-02-28,"1,599",56.03,"2,854",58,2.03,97,42.54,228
ND,2021-02-28,"1,338",65.01,"2,058",88,4.28,107,51.69,207
NE,2021-02-28,"2,449",61.46,"3,985",186,4.76,348,61.92,562
NH,2021-02-28,"1,784",64.08,"2,784",88,3.16,150,53.19,282
NJ,2021-02-28,"13,714",66.28,"20,691","1,952",9.43,"1,366",46.56,"2,934"
NV,2021-02-28,"5,092",67.27,"7,570",468,6.33,635,71.67,886
NY,2021-02-28,"34,213",71.12,"48,092","6,165",12.82,"3,660",66.3,"5,520"
OK,2021-02-28,"6,203",65.03,"9,538",634,6.74,820,77.5,"1,058"
PA,2021-02-28,"22,322",74.74,"29,868","1,920",6.5,"2,636",73.54,"3,584"
SC,2021-02-28,"7,232",73.99,"9,774",740,7.57,931,71.78,"1,297"
TN,2021-02-28,"11,526",65.48,"17,603",930,5.43,"1,642",69.27,"2,371"
UT,2021-02-28,"2,783",52.54,"5,296",229,4.32,352,58.09,606
VA,2021-02-28,"10,683",65.37,"16,343","1,298",7.94,"1,270",65.36,"1,943"
NC,2021-02-28,"15,337",70.8,"21,662","1,336",6.2,"1,830",73.2,"2,500"
NM,2021-02-28,"2,431",67.06,"3,625",182,5.02,322,73.3,440
OH,2021-02-28,"18,840",65.35,"28,827","1,428",4.96,"2,576",63.11,"4,082"
OR,2021-02-28,"4,760",71.54,"6,654",228,3.42,481,62.39,771
RI,2021-02-28,"1,990",93.65,"2,125",198,9.32,135,85.44,158
SD,2021-02-28,"1,142",48.12,"2,373",90,3.79,106,46.9,226
TX,2021-02-28,"44,073",72.13,"61,103","6,161",10.11,"6,234",84.71,"7,360"
VT,2021-02-28,759,64.0,"1,186",24,2.02,70,70.71,99
WA,2021-02-28,"8,256",66.21,"12,469",457,3.67,893,67.4,"1,325"
WI,2021-02-28,"7,113",56.98,"12,484",344,2.82,790,50.0,"1,581"
WV,2021-02-28,"3,597",71.62,"5,022",248,4.94,479,77.63,617
WY,2021-02-28,521,36.33,"1,434",30,2.11,33,25.98,127
