Province_State,Date,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
Alabama,2020-01-22,0,0,0.0,0.0
Alabama,2020-01-23,0,0,0.0,0.0
Alabama,2020-01-24,0,0,0.0,0.0
Alabama,2020-01-25,0,0,0.0,0.0
Alabama,2020-01-26,0,0,0.0,0.0
Alabama,2020-01-27,0,0,0.0,0.0
Alabama,2020-01-28,0,0,0.0,0.0
Alabama,2020-01-29,0,0,0.0,0.0
Alabama,2020-01-30,0,0,0.0,0.0
Alabama,2020-01-31,0,0,0.0,0.0
Alabama,2020-02-01,0,0,0.0,0.0
Alabama,2020-02-02,0,0,0.0,0.0
Alabama,2020-02-03,0,0,0.0,0.0
Alabama,2020-02-04,0,0,0.0,0.0
Alabama,2020-02-05,0,0,0.0,0.0
Alabama,2020-02-06,0,0,0.0,0.0
Alabama,2020-02-07,0,0,0.0,0.0
Alabama,2020-02-08,0,0,0.0,0.0
Alabama,2020-02-09,0,0,0.0,0.0
Alabama,2020-02-10,0,0,0.0,0.0
Alabama,2020-02-11,0,0,0.0,0.0
Alabama,2020-02-12,0,0,0.0,0.0
Alabama,2020-02-13,0,0,0.0,0.0
Alabama,2020-02-14,0,0,0.0,0.0
Alabama,2020-02-15,0,0,0.0,0.0
Alabama,2020-02-16,0,0,0.0,0.0
Alabama,2020-02-17,0,0,0.0,0.0
Alabama,2020-02-18,0,0,0.0,0.0
Alabama,2020-02-19,0,0,0.0,0.0
Alabama,2020-02-20,0,0,0.0,0.0
Alabama,2020-02-21,0,0,0.0,0.0
Alabama,2020-02-22,0,0,0.0,0.0
Alabama,2020-02-23,0,0,0.0,0.0
Alabama,2020-02-24,0,0,0.0,0.0
Alabama,2020-02-25,0,0,0.0,0.0
Alabama,2020-02-26,0,0,0.0,0.0
Alabama,2020-02-27,0,0,0.0,0.0
Alabama,2020-02-28,0,0,0.0,0.0
Alabama,2020-02-29,0,0,0.0,0.0
Alabama,2020-03-01,0,0,0.0,0.0
Alabama,2020-03-02,0,0,0.0,0.0
Alabama,2020-03-03,0,0,0.0,0.0
Alabama,2020-03-04,0,0,0.0,0.0
Alabama,2020-03-05,0,0,0.0,0.0
Alabama,2020-03-06,0,0,0.0,0.0
Alabama,2020-03-07,0,0,0.0,0.0
Alabama,2020-03-08,0,0,0.0,0.0
Alabama,2020-03-09,0,0,0.0,0.0
Alabama,2020-03-10,0,0,0.0,0.0
Alabama,2020-03-11,3,0,3.0,0.0
Alabama,2020-03-12,4,0,1.0,0.0
Alabama,2020-03-13,8,0,4.0,0.0
Alabama,2020-03-14,15,0,7.0,0.0
Alabama,2020-03-15,28,0,13.0,0.0
Alabama,2020-03-16,36,0,8.0,0.0
Alabama,2020-03-17,51,0,15.0,0.0
Alabama,2020-03-18,61,0,10.0,0.0
Alabama,2020-03-19,88,0,27.0,0.0
Alabama,2020-03-20,115,0,27.0,0.0
Alabama,2020-03-21,149,0,34.0,0.0
Alabama,2020-03-22,180,0,31.0,0.0
Alabama,2020-03-23,224,0,44.0,0.0
Alabama,2020-03-24,298,0,74.0,0.0
Alabama,2020-03-25,472,1,174.0,1.0
Alabama,2020-03-26,574,1,102.0,0.0
Alabama,2020-03-27,684,4,110.0,3.0
Alabama,2020-03-28,801,4,117.0,0.0
Alabama,2020-03-29,880,10,79.0,6.0
Alabama,2020-03-30,1001,10,121.0,0.0
Alabama,2020-03-31,1063,23,62.0,13.0
Alabama,2020-04-01,1175,27,112.0,4.0
Alabama,2020-04-02,1371,32,196.0,5.0
Alabama,2020-04-03,1606,38,235.0,6.0
Alabama,2020-04-04,1727,44,121.0,6.0
Alabama,2020-04-05,1905,45,178.0,1.0
Alabama,2020-04-06,2079,49,174.0,4.0
Alabama,2020-04-07,2308,64,229.0,15.0
Alabama,2020-04-08,2614,66,306.0,2.0
Alabama,2020-04-09,2954,70,340.0,4.0
Alabama,2020-04-10,3112,80,158.0,10.0
Alabama,2020-04-11,3346,92,234.0,12.0
Alabama,2020-04-12,3667,93,321.0,1.0
Alabama,2020-04-13,3870,99,203.0,6.0
Alabama,2020-04-14,4041,114,171.0,15.0
Alabama,2020-04-15,4307,118,266.0,4.0
Alabama,2020-04-16,4465,133,158.0,15.0
Alabama,2020-04-17,4557,148,92.0,15.0
Alabama,2020-04-18,4788,153,231.0,5.0
Alabama,2020-04-19,4978,157,190.0,4.0
Alabama,2020-04-20,5163,163,185.0,6.0
Alabama,2020-04-21,5404,183,241.0,20.0
Alabama,2020-04-22,5692,196,288.0,13.0
Alabama,2020-04-23,5899,202,207.0,6.0
Alabama,2020-04-24,6092,209,193.0,7.0
Alabama,2020-04-25,6274,209,182.0,0.0
Alabama,2020-04-26,6475,219,201.0,10.0
Alabama,2020-04-27,6621,228,146.0,9.0
Alabama,2020-04-28,6820,242,199.0,14.0
Alabama,2020-04-29,6979,256,159.0,14.0
Alabama,2020-04-30,7187,272,208.0,16.0
Alabama,2020-05-01,7440,289,253.0,17.0
Alabama,2020-05-02,7700,288,260.0,-1.0
Alabama,2020-05-03,7977,290,277.0,2.0
Alabama,2020-05-04,8203,298,226.0,8.0
Alabama,2020-05-05,8520,315,317.0,17.0
Alabama,2020-05-06,8769,343,249.0,28.0
Alabama,2020-05-07,9115,369,346.0,26.0
Alabama,2020-05-08,9437,383,322.0,14.0
Alabama,2020-05-09,9720,390,283.0,7.0
Alabama,2020-05-10,9982,393,262.0,3.0
Alabama,2020-05-11,10262,403,280.0,10.0
Alabama,2020-05-12,10566,435,304.0,32.0
Alabama,2020-05-13,10822,450,256.0,15.0
Alabama,2020-05-14,11161,473,339.0,23.0
Alabama,2020-05-15,11494,483,333.0,10.0
Alabama,2020-05-16,11828,485,334.0,2.0
Alabama,2020-05-17,12137,488,309.0,3.0
Alabama,2020-05-18,12438,489,301.0,1.0
Alabama,2020-05-19,12825,504,387.0,15.0
Alabama,2020-05-20,13186,522,361.0,18.0
Alabama,2020-05-21,13590,529,404.0,7.0
Alabama,2020-05-22,13954,541,364.0,12.0
Alabama,2020-05-23,14328,549,374.0,8.0
Alabama,2020-05-24,14676,551,348.0,2.0
Alabama,2020-05-25,15309,566,633.0,15.0
Alabama,2020-05-26,15899,580,590.0,14.0
Alabama,2020-05-27,16263,583,364.0,3.0
Alabama,2020-05-28,16749,591,486.0,8.0
Alabama,2020-05-29,17262,610,513.0,19.0
Alabama,2020-05-30,17689,618,427.0,8.0
Alabama,2020-05-31,18200,630,511.0,12.0
Alabama,2020-06-01,18525,646,325.0,16.0
Alabama,2020-06-02,18734,653,209.0,7.0
Alabama,2020-06-03,18954,653,220.0,0.0
Alabama,2020-06-04,19262,653,308.0,0.0
Alabama,2020-06-05,19910,676,648.0,23.0
Alabama,2020-06-06,20355,689,445.0,13.0
Alabama,2020-06-07,20777,692,422.0,3.0
Alabama,2020-06-08,21268,718,491.0,26.0
Alabama,2020-06-09,21834,729,566.0,11.0
Alabama,2020-06-10,22659,744,825.0,15.0
Alabama,2020-06-11,23370,755,711.0,11.0
Alabama,2020-06-12,24405,769,1035.0,14.0
Alabama,2020-06-13,25364,773,959.0,4.0
Alabama,2020-06-14,26182,773,818.0,0.0
Alabama,2020-06-15,26485,774,303.0,1.0
Alabama,2020-06-16,27034,785,549.0,11.0
Alabama,2020-06-17,27941,790,907.0,5.0
Alabama,2020-06-18,28676,810,735.0,20.0
Alabama,2020-06-19,29225,822,549.0,12.0
Alabama,2020-06-20,29683,838,458.0,16.0
Alabama,2020-06-21,30122,839,439.0,1.0
Alabama,2020-06-22,30771,841,649.0,2.0
Alabama,2020-06-23,31889,864,1118.0,23.0
Alabama,2020-06-24,32878,891,989.0,27.0
Alabama,2020-06-25,33880,896,1002.0,5.0
Alabama,2020-06-26,34903,907,1023.0,11.0
Alabama,2020-06-27,35083,919,180.0,12.0
Alabama,2020-06-28,36503,919,1420.0,0.0
Alabama,2020-06-29,37589,929,1086.0,10.0
Alabama,2020-06-30,38477,950,888.0,21.0
Alabama,2020-07-01,39647,972,1170.0,22.0
Alabama,2020-07-02,41340,985,1693.0,13.0
Alabama,2020-07-03,42255,1006,915.0,21.0
Alabama,2020-07-04,43216,1007,961.0,1.0
Alabama,2020-07-05,44022,1007,806.0,0.0
Alabama,2020-07-06,44932,1007,910.0,0.0
Alabama,2020-07-07,46348,1033,1416.0,26.0
Alabama,2020-07-08,48149,1058,1801.0,25.0
Alabama,2020-07-09,49695,1068,1546.0,10.0
Alabama,2020-07-10,51329,1104,1634.0,36.0
Alabama,2020-07-11,52802,1114,1473.0,10.0
Alabama,2020-07-12,54781,1121,1979.0,7.0
Alabama,2020-07-13,56168,1124,1387.0,3.0
Alabama,2020-07-14,58284,1164,2116.0,40.0
Alabama,2020-07-15,60194,1211,1910.0,47.0
Alabama,2020-07-16,62128,1230,1934.0,19.0
Alabama,2020-07-17,64152,1265,2024.0,35.0
Alabama,2020-07-18,66181,1286,2029.0,21.0
Alabama,2020-07-19,67733,1287,1552.0,1.0
Alabama,2020-07-20,69236,1291,1503.0,4.0
Alabama,2020-07-21,70600,1303,1364.0,12.0
Alabama,2020-07-22,72594,1364,1994.0,61.0
Alabama,2020-07-23,74685,1397,2091.0,33.0
Alabama,2020-07-24,76795,1438,2110.0,41.0
Alabama,2020-07-25,78188,1456,1393.0,18.0
Alabama,2020-07-26,79948,1473,1760.0,17.0
Alabama,2020-07-27,81256,1491,1308.0,18.0
Alabama,2020-07-28,82698,1491,1442.0,0.0
Alabama,2020-07-29,84652,1538,1954.0,47.0
Alabama,2020-07-30,86664,1565,2012.0,27.0
Alabama,2020-07-31,88266,1580,1602.0,15.0
Alabama,2020-08-01,90299,1603,2033.0,23.0
Alabama,2020-08-02,91458,1627,1159.0,24.0
Alabama,2020-08-03,92502,1633,1044.0,6.0
Alabama,2020-08-04,93457,1666,955.0,33.0
Alabama,2020-08-05,95323,1695,1866.0,29.0
Alabama,2020-08-06,97044,1714,1721.0,19.0
Alabama,2020-08-07,98895,1735,1851.0,21.0
Alabama,2020-08-08,99854,1755,959.0,20.0
Alabama,2020-08-09,101466,1768,1612.0,13.0
Alabama,2020-08-10,102391,1797,925.0,29.0
Alabama,2020-08-11,103485,1847,1094.0,50.0
Alabama,2020-08-12,104219,1882,734.0,35.0
Alabama,2020-08-13,104976,1890,757.0,8.0
Alabama,2020-08-14,106096,1893,1120.0,3.0
Alabama,2020-08-15,106926,1896,830.0,3.0
Alabama,2020-08-16,107667,1898,741.0,2.0
Alabama,2020-08-17,109092,1925,1425.0,27.0
Alabama,2020-08-18,110415,1936,1323.0,11.0
Alabama,2020-08-19,111696,1944,1281.0,8.0
Alabama,2020-08-20,112737,1974,1041.0,30.0
Alabama,2020-08-21,114212,1996,1475.0,22.0
Alabama,2020-08-22,114809,2011,597.0,15.0
Alabama,2020-08-23,115485,2013,676.0,2.0
Alabama,2020-08-24,116045,2024,560.0,11.0
Alabama,2020-08-25,118190,2037,2145.0,13.0
Alabama,2020-08-26,119904,2045,1714.0,8.0
Alabama,2020-08-27,121041,2076,1137.0,31.0
Alabama,2020-08-28,122879,2107,1838.0,31.0
Alabama,2020-08-29,124155,2152,1276.0,45.0
Alabama,2020-08-30,124944,2162,789.0,10.0
Alabama,2020-08-31,126500,2182,1556.0,20.0
Alabama,2020-09-01,127234,2200,734.0,18.0
Alabama,2020-09-02,128240,2217,1006.0,17.0
Alabama,2020-09-03,129225,2233,985.0,16.0
Alabama,2020-09-04,130373,2266,1148.0,33.0
Alabama,2020-09-05,130914,2275,541.0,9.0
Alabama,2020-09-06,131690,2276,776.0,1.0
Alabama,2020-09-07,132221,2276,531.0,0.0
Alabama,2020-09-08,133005,2277,784.0,1.0
Alabama,2020-09-09,134061,2285,1056.0,8.0
Alabama,2020-09-10,135138,2301,1077.0,16.0
Alabama,2020-09-11,136107,2333,969.0,32.0
Alabama,2020-09-12,137166,2350,1059.0,17.0
Alabama,2020-09-13,137861,2351,695.0,1.0
Alabama,2020-09-14,138619,2355,758.0,4.0
Alabama,2020-09-15,139660,2387,1041.0,32.0
Alabama,2020-09-16,140423,2392,763.0,5.0
Alabama,2020-09-17,141454,2401,1031.0,9.0
Alabama,2020-09-18,142768,2428,1314.0,27.0
Alabama,2020-09-19,143578,2437,810.0,9.0
Alabama,2020-09-20,144325,2437,747.0,0.0
Alabama,2020-09-21,145202,2439,877.0,2.0
Alabama,2020-09-22,145859,2457,657.0,18.0
Alabama,2020-09-23,146897,2488,1038.0,31.0
Alabama,2020-09-24,149263,2506,2366.0,18.0
Alabama,2020-09-25,150239,2491,976.0,-15.0
Alabama,2020-09-26,150965,2501,726.0,10.0
Alabama,2020-09-27,151604,2501,639.0,0.0
Alabama,2020-09-28,152350,2501,746.0,0.0
Alabama,2020-09-29,153584,2517,1234.0,16.0
Alabama,2020-09-30,154772,2540,1188.0,23.0
Alabama,2020-10-01,155727,2548,955.0,8.0
Alabama,2020-10-02,157402,2550,1675.0,2.0
Alabama,2020-10-03,158181,2558,779.0,8.0
Alabama,2020-10-04,158717,2558,536.0,0.0
Alabama,2020-10-05,159476,2559,759.0,1.0
Alabama,2020-10-06,160485,2580,1009.0,21.0
Alabama,2020-10-07,161085,2601,600.0,21.0
Alabama,2020-10-08,162683,2637,1598.0,36.0
Alabama,2020-10-09,163897,2653,1214.0,16.0
Alabama,2020-10-10,164698,2664,801.0,11.0
Alabama,2020-10-11,165414,2664,716.0,0.0
Alabama,2020-10-12,166514,2665,1100.0,1.0
Alabama,2020-10-13,167396,2665,882.0,0.0
Alabama,2020-10-14,168620,2706,1224.0,41.0
Alabama,2020-10-15,169845,2756,1225.0,50.0
Alabama,2020-10-16,171157,2786,1312.0,30.0
Alabama,2020-10-17,172137,2788,980.0,2.0
Alabama,2020-10-18,173002,2788,865.0,0.0
Alabama,2020-10-19,174078,2789,1076.0,1.0
Alabama,2020-10-20,175210,2805,1132.0,16.0
Alabama,2020-10-21,176605,2828,1395.0,23.0
Alabama,2020-10-22,180437,2843,3832.0,15.0
Alabama,2020-10-23,182567,2859,2130.0,16.0
Alabama,2020-10-24,183831,2866,1264.0,7.0
Alabama,2020-10-25,184723,2866,892.0,0.0
Alabama,2020-10-26,185938,2866,1215.0,0.0
Alabama,2020-10-27,187267,2892,1329.0,26.0
Alabama,2020-10-28,188775,2911,1508.0,19.0
Alabama,2020-10-29,190113,2914,1338.0,3.0
Alabama,2020-10-30,191932,2932,1819.0,18.0
Alabama,2020-10-31,193613,2967,1681.0,35.0
Alabama,2020-11-01,194458,2973,845.0,6.0
Alabama,2020-11-02,195692,2973,1234.0,0.0
Alabama,2020-11-03,197504,2987,1812.0,14.0
Alabama,2020-11-04,198927,3006,1423.0,19.0
Alabama,2020-11-05,200528,3026,1601.0,20.0
Alabama,2020-11-06,202131,3049,1603.0,23.0
Alabama,2020-11-07,203518,3082,1387.0,33.0
Alabama,2020-11-08,204665,3084,1147.0,2.0
Alabama,2020-11-09,206523,3084,1858.0,0.0
Alabama,2020-11-10,206562,3120,39.0,36.0
Alabama,2020-11-11,208637,3201,2075.0,81.0
Alabama,2020-11-12,210637,3213,2000.0,12.0
Alabama,2020-11-13,213617,3231,2980.0,18.0
Alabama,2020-11-14,215843,3246,2226.0,15.0
Alabama,2020-11-15,217822,3248,1979.0,2.0
Alabama,2020-11-16,219232,3249,1410.0,1.0
Alabama,2020-11-17,220848,3301,1616.0,52.0
Alabama,2020-11-18,223486,3347,2638.0,46.0
Alabama,2020-11-19,225910,3419,2424.0,72.0
Alabama,2020-11-20,228373,3451,2463.0,32.0
Alabama,2020-11-21,230708,3457,2335.0,6.0
Alabama,2020-11-22,232506,3457,1798.0,0.0
Alabama,2020-11-23,234080,3459,1574.0,2.0
Alabama,2020-11-24,236865,3472,2785.0,13.0
Alabama,2020-11-25,239318,3532,2453.0,60.0
Alabama,2020-11-26,241957,3572,2639.0,40.0
Alabama,2020-11-27,242874,3572,917.0,0.0
Alabama,2020-11-28,244993,3572,2119.0,0.0
Alabama,2020-11-29,247229,3577,2236.0,5.0
Alabama,2020-11-30,249524,3578,2295.0,1.0
Alabama,2020-12-01,252900,3638,3376.0,60.0
Alabama,2020-12-02,256828,3711,3928.0,73.0
Alabama,2020-12-03,260359,3776,3531.0,65.0
Alabama,2020-12-04,264199,3831,3840.0,55.0
Alabama,2020-12-05,267589,3877,3390.0,46.0
Alabama,2020-12-06,269877,3889,2288.0,12.0
Alabama,2020-12-07,272229,3892,2352.0,3.0
Alabama,2020-12-08,276665,3942,4436.0,50.0
Alabama,2020-12-09,280187,3985,3522.0,43.0
Alabama,2020-12-10,284922,4034,4735.0,49.0
Alabama,2020-12-11,288775,4086,3853.0,52.0
Alabama,2020-12-12,292841,4102,4066.0,16.0
Alabama,2020-12-13,295631,4102,2790.0,0.0
Alabama,2020-12-14,297895,4102,2264.0,0.0
Alabama,2020-12-15,301533,4124,3638.0,22.0
Alabama,2020-12-16,305640,4198,4107.0,74.0
Alabama,2020-12-17,310335,4254,4695.0,56.0
Alabama,2020-12-18,315683,4296,5348.0,42.0
Alabama,2020-12-19,319904,4389,4221.0,93.0
Alabama,2020-12-20,322452,4389,2548.0,0.0
Alabama,2020-12-21,324832,4389,2380.0,0.0
Alabama,2020-12-22,329811,4452,4979.0,63.0
Alabama,2020-12-23,334569,4587,4758.0,135.0
Alabama,2020-12-24,338801,4676,4232.0,89.0
Alabama,2020-12-25,342426,4680,3625.0,4.0
Alabama,2020-12-26,343458,4685,1032.0,5.0
Alabama,2020-12-27,345628,4691,2170.0,6.0
Alabama,2020-12-28,347897,4712,2269.0,21.0
Alabama,2020-12-29,351804,4737,3907.0,25.0
Alabama,2020-12-30,356820,4774,5016.0,37.0
Alabama,2020-12-31,361226,4827,4406.0,53.0
Alabama,2021-01-01,365747,4872,4521.0,45.0
Alabama,2021-01-02,369458,4872,3711.0,0.0
Alabama,2021-01-03,371934,4873,2476.0,1.0
Alabama,2021-01-04,374095,4878,2161.0,5.0
Alabama,2021-01-05,379593,4886,5498.0,8.0
Alabama,2021-01-06,384184,4994,4591.0,108.0
Alabama,2021-01-07,389230,5080,5046.0,86.0
Alabama,2021-01-08,394287,5191,5057.0,111.0
Alabama,2021-01-09,399150,5299,4863.0,108.0
Alabama,2021-01-10,401900,5334,2750.0,35.0
Alabama,2021-01-11,404000,5347,2100.0,13.0
Alabama,2021-01-12,407848,5573,3848.0,226.0
Alabama,2021-01-13,410995,5760,3147.0,187.0
Alabama,2021-01-14,414583,5945,3588.0,185.0
Alabama,2021-01-15,417528,6030,2945.0,85.0
Alabama,2021-01-16,420681,6119,3153.0,89.0
Alabama,2021-01-17,422598,6120,1917.0,1.0
Alabama,2021-01-18,424028,6121,1430.0,1.0
Alabama,2021-01-19,426543,6126,2515.0,5.0
Alabama,2021-01-20,429655,6283,3112.0,157.0
Alabama,2021-01-21,432536,6379,2881.0,96.0
Alabama,2021-01-22,436087,6486,3551.0,107.0
Alabama,2021-01-23,439442,6657,3355.0,171.0
Alabama,2021-01-24,441170,6660,1728.0,3.0
Alabama,2021-01-25,443009,6662,1839.0,2.0
Alabama,2021-01-26,445909,6896,2900.0,234.0
Alabama,2021-01-27,449086,7172,3177.0,276.0
Alabama,2021-01-28,452734,7340,3648.0,168.0
Alabama,2021-01-29,455582,7566,2848.0,226.0
Alabama,2021-01-30,455582,7566,0.0,0.0
Alabama,2021-01-31,459639,7688,4057.0,122.0
Alabama,2021-02-01,460860,7688,1221.0,0.0
Alabama,2021-02-02,462938,7894,2078.0,206.0
Alabama,2021-02-03,465056,8203,2118.0,309.0
Alabama,2021-02-04,467823,8365,2767.0,162.0
Alabama,2021-02-05,469319,8449,1496.0,84.0
Alabama,2021-02-06,471311,8513,1992.0,64.0
Alabama,2021-02-07,472423,8515,1112.0,2.0
Alabama,2021-02-08,473348,8523,925.0,8.0
Alabama,2021-02-09,474666,8579,1318.0,56.0
Alabama,2021-02-10,476067,8888,1401.0,309.0
Alabama,2021-02-11,477570,9021,1503.0,133.0
Alabama,2021-02-12,478667,9180,1097.0,159.0
Alabama,2021-02-13,479856,9242,1189.0,62.0
Alabama,2021-02-14,480931,9242,1075.0,0.0
Alabama,2021-02-15,481605,9244,674.0,2.0
Alabama,2021-02-16,482488,9257,883.0,13.0
Alabama,2021-02-17,483167,9346,679.0,89.0
Alabama,2021-02-18,484365,9424,1198.0,78.0
Alabama,2021-02-19,485212,9573,847.0,149.0
Alabama,2021-02-20,485986,9590,774.0,17.0
Alabama,2021-02-21,486843,9592,857.0,2.0
Alabama,2021-02-22,487520,9592,677.0,0.0
Alaska,2020-01-22,0,0,0.0,0.0
Alaska,2020-01-23,0,0,0.0,0.0
Alaska,2020-01-24,0,0,0.0,0.0
Alaska,2020-01-25,0,0,0.0,0.0
Alaska,2020-01-26,0,0,0.0,0.0
Alaska,2020-01-27,0,0,0.0,0.0
Alaska,2020-01-28,0,0,0.0,0.0
Alaska,2020-01-29,0,0,0.0,0.0
Alaska,2020-01-30,0,0,0.0,0.0
Alaska,2020-01-31,0,0,0.0,0.0
Alaska,2020-02-01,0,0,0.0,0.0
Alaska,2020-02-02,0,0,0.0,0.0
Alaska,2020-02-03,0,0,0.0,0.0
Alaska,2020-02-04,0,0,0.0,0.0
Alaska,2020-02-05,0,0,0.0,0.0
Alaska,2020-02-06,0,0,0.0,0.0
Alaska,2020-02-07,0,0,0.0,0.0
Alaska,2020-02-08,0,0,0.0,0.0
Alaska,2020-02-09,0,0,0.0,0.0
Alaska,2020-02-10,0,0,0.0,0.0
Alaska,2020-02-11,0,0,0.0,0.0
Alaska,2020-02-12,0,0,0.0,0.0
Alaska,2020-02-13,0,0,0.0,0.0
Alaska,2020-02-14,0,0,0.0,0.0
Alaska,2020-02-15,0,0,0.0,0.0
Alaska,2020-02-16,0,0,0.0,0.0
Alaska,2020-02-17,0,0,0.0,0.0
Alaska,2020-02-18,0,0,0.0,0.0
Alaska,2020-02-19,0,0,0.0,0.0
Alaska,2020-02-20,0,0,0.0,0.0
Alaska,2020-02-21,0,0,0.0,0.0
Alaska,2020-02-22,0,0,0.0,0.0
Alaska,2020-02-23,0,0,0.0,0.0
Alaska,2020-02-24,0,0,0.0,0.0
Alaska,2020-02-25,0,0,0.0,0.0
Alaska,2020-02-26,0,0,0.0,0.0
Alaska,2020-02-27,0,0,0.0,0.0
Alaska,2020-02-28,0,0,0.0,0.0
Alaska,2020-02-29,0,0,0.0,0.0
Alaska,2020-03-01,0,0,0.0,0.0
Alaska,2020-03-02,0,0,0.0,0.0
Alaska,2020-03-03,0,0,0.0,0.0
Alaska,2020-03-04,0,0,0.0,0.0
Alaska,2020-03-05,0,0,0.0,0.0
Alaska,2020-03-06,0,0,0.0,0.0
Alaska,2020-03-07,0,0,0.0,0.0
Alaska,2020-03-08,0,0,0.0,0.0
Alaska,2020-03-09,0,0,0.0,0.0
Alaska,2020-03-10,0,0,0.0,0.0
Alaska,2020-03-11,0,0,0.0,0.0
Alaska,2020-03-12,0,0,0.0,0.0
Alaska,2020-03-13,1,0,1.0,0.0
Alaska,2020-03-14,1,0,0.0,0.0
Alaska,2020-03-15,1,0,0.0,0.0
Alaska,2020-03-16,1,0,0.0,0.0
Alaska,2020-03-17,4,0,3.0,0.0
Alaska,2020-03-18,9,0,5.0,0.0
Alaska,2020-03-19,12,0,3.0,0.0
Alaska,2020-03-20,15,0,3.0,0.0
Alaska,2020-03-21,16,0,1.0,0.0
Alaska,2020-03-22,26,0,10.0,0.0
Alaska,2020-03-23,39,0,13.0,0.0
Alaska,2020-03-24,43,0,4.0,0.0
Alaska,2020-03-25,50,1,7.0,1.0
Alaska,2020-03-26,64,1,14.0,0.0
Alaska,2020-03-27,75,1,11.0,0.0
Alaska,2020-03-28,92,2,17.0,1.0
Alaska,2020-03-29,111,2,19.0,0.0
Alaska,2020-03-30,119,3,8.0,1.0
Alaska,2020-03-31,129,3,10.0,0.0
Alaska,2020-04-01,142,3,13.0,0.0
Alaska,2020-04-02,150,3,8.0,0.0
Alaska,2020-04-03,161,3,11.0,0.0
Alaska,2020-04-04,172,5,11.0,2.0
Alaska,2020-04-05,187,6,15.0,1.0
Alaska,2020-04-06,193,6,6.0,0.0
Alaska,2020-04-07,215,6,22.0,0.0
Alaska,2020-04-08,228,7,13.0,1.0
Alaska,2020-04-09,238,7,10.0,0.0
Alaska,2020-04-10,249,7,11.0,0.0
Alaska,2020-04-11,261,8,12.0,1.0
Alaska,2020-04-12,276,8,15.0,0.0
Alaska,2020-04-13,281,8,5.0,0.0
Alaska,2020-04-14,289,9,8.0,1.0
Alaska,2020-04-15,297,9,8.0,0.0
Alaska,2020-04-16,305,9,8.0,0.0
Alaska,2020-04-17,314,9,9.0,0.0
Alaska,2020-04-18,319,9,5.0,0.0
Alaska,2020-04-19,324,9,5.0,0.0
Alaska,2020-04-20,326,9,2.0,0.0
Alaska,2020-04-21,334,9,8.0,0.0
Alaska,2020-04-22,340,9,6.0,0.0
Alaska,2020-04-23,342,9,2.0,0.0
Alaska,2020-04-24,344,9,2.0,0.0
Alaska,2020-04-25,344,9,0.0,0.0
Alaska,2020-04-26,346,9,2.0,0.0
Alaska,2020-04-27,350,9,4.0,0.0
Alaska,2020-04-28,356,9,6.0,0.0
Alaska,2020-04-29,360,9,4.0,0.0
Alaska,2020-04-30,360,9,0.0,0.0
Alaska,2020-05-01,369,9,9.0,0.0
Alaska,2020-05-02,370,9,1.0,0.0
Alaska,2020-05-03,373,9,3.0,0.0
Alaska,2020-05-04,375,9,2.0,0.0
Alaska,2020-05-05,376,9,1.0,0.0
Alaska,2020-05-06,377,10,1.0,1.0
Alaska,2020-05-07,380,10,3.0,0.0
Alaska,2020-05-08,383,10,3.0,0.0
Alaska,2020-05-09,385,10,2.0,0.0
Alaska,2020-05-10,386,10,1.0,0.0
Alaska,2020-05-11,388,10,2.0,0.0
Alaska,2020-05-12,390,10,2.0,0.0
Alaska,2020-05-13,391,10,1.0,0.0
Alaska,2020-05-14,396,10,5.0,0.0
Alaska,2020-05-15,398,10,2.0,0.0
Alaska,2020-05-16,403,10,5.0,0.0
Alaska,2020-05-17,408,10,5.0,0.0
Alaska,2020-05-18,411,10,3.0,0.0
Alaska,2020-05-19,411,10,0.0,0.0
Alaska,2020-05-20,416,10,5.0,0.0
Alaska,2020-05-21,416,10,0.0,0.0
Alaska,2020-05-22,418,10,2.0,0.0
Alaska,2020-05-23,423,10,5.0,0.0
Alaska,2020-05-24,423,10,0.0,0.0
Alaska,2020-05-25,426,10,3.0,0.0
Alaska,2020-05-26,430,10,4.0,0.0
Alaska,2020-05-27,431,10,1.0,0.0
Alaska,2020-05-28,444,10,13.0,0.0
Alaska,2020-05-29,450,10,6.0,0.0
Alaska,2020-05-30,455,10,5.0,0.0
Alaska,2020-05-31,484,10,29.0,0.0
Alaska,2020-06-01,491,10,7.0,0.0
Alaska,2020-06-02,512,10,21.0,0.0
Alaska,2020-06-03,531,10,19.0,0.0
Alaska,2020-06-04,559,10,28.0,0.0
Alaska,2020-06-05,572,10,13.0,0.0
Alaska,2020-06-06,586,10,14.0,0.0
Alaska,2020-06-07,595,10,9.0,0.0
Alaska,2020-06-08,614,10,19.0,0.0
Alaska,2020-06-09,627,11,13.0,1.0
Alaska,2020-06-10,649,11,22.0,0.0
Alaska,2020-06-11,676,11,27.0,0.0
Alaska,2020-06-12,697,12,21.0,1.0
Alaska,2020-06-13,731,12,34.0,0.0
Alaska,2020-06-14,743,12,12.0,0.0
Alaska,2020-06-15,747,12,4.0,0.0
Alaska,2020-06-16,761,12,14.0,0.0
Alaska,2020-06-17,786,12,25.0,0.0
Alaska,2020-06-18,805,12,19.0,0.0
Alaska,2020-06-19,833,12,28.0,0.0
Alaska,2020-06-20,856,12,23.0,0.0
Alaska,2020-06-21,870,12,14.0,0.0
