state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-07,"490,304",70.14,"698,557","82,809",11.91,"63,154",73.11,"86,323"
AK,2021-02-07,797,55.31,"1,441",41,2.85,76,64.96,117
AL,2021-02-07,"9,923",71.85,"13,810","1,653",11.97,"1,375",85.83,"1,602"
AR,2021-02-07,"5,008",67.02,"7,472",787,10.53,755,69.64,"1,031"
AZ,2021-02-07,"9,914",69.62,"14,241","2,735",19.24,"1,514",68.14,"2,222"
CA,2021-02-07,"46,808",76.9,"60,871","11,943",19.62,"6,783",85.39,"7,944"
CO,2021-02-07,"6,059",60.01,"10,097",555,5.5,745,56.65,"1,315"
CT,2021-02-07,"5,938",76.29,"7,783",925,11.88,639,60.68,"1,053"
DC,2021-02-07,"2,334",79.12,"2,950",306,10.37,258,82.43,313
DE,2021-02-07,"1,794",69.32,"2,588",254,9.81,137,72.11,190
FL,2021-02-07,"40,224",77.65,"51,803","5,814",11.44,"5,071",79.31,"6,394"
GA,2021-02-07,"15,269",78.36,"19,485","3,755",19.27,"2,435",86.41,"2,811"
HI,2021-02-07,"1,705",68.72,"2,481",85,3.43,134,60.36,222
IA,2021-02-07,"4,359",56.82,"7,671",315,4.16,434,66.16,656
ID,2021-02-07,"1,633",51.1,"3,196",174,5.44,173,57.67,300
IL,2021-02-07,"18,258",63.12,"28,927","2,336",8.08,"2,098",60.08,"3,492"
IN,2021-02-07,"9,611",57.89,"16,601","1,268",7.64,"1,358",62.67,"2,167"
KS,2021-02-07,"4,105",52.97,"7,749",527,6.8,513,65.85,779
KY,2021-02-07,"7,078",57.57,"12,294","1,205",9.8,"1,153",65.51,"1,760"
LA,2021-02-07,"8,304",65.98,"12,585",970,7.85,"1,252",69.87,"1,792"
MA,2021-02-07,"13,013",77.2,"16,857","1,246",7.39,"1,087",74.2,"1,465"
MD,2021-02-07,"7,804",80.86,"9,651","1,685",17.46,"1,025",80.2,"1,278"
ME,2021-02-07,"1,862",64.88,"2,870",159,5.54,222,66.67,333
MI,2021-02-07,"14,590",70.2,"20,784","1,249",6.01,"1,948",76.6,"2,543"
MN,2021-02-07,"6,408",69.19,"9,262",407,4.39,570,65.9,865
MO,2021-02-07,"10,269",72.08,"14,246","1,461",10.26,"1,299",76.65,"1,692"
MS,2021-02-07,"4,657",60.85,"7,653",749,9.79,649,78.76,824
MT,2021-02-07,"1,695",59.75,"2,837",106,3.74,120,55.81,215
NC,2021-02-07,"16,118",74.09,"21,754","2,357",10.97,"2,020",80.48,"2,510"
ND,2021-02-07,"1,251",61.63,"2,030",107,5.27,102,51.0,200
NE,2021-02-07,"2,480",61.34,"4,043",266,6.71,333,58.83,566
NH,2021-02-07,"1,872",67.41,"2,777",158,5.69,165,58.51,282
NJ,2021-02-07,"14,097",67.87,"20,770","2,892",13.92,"1,462",50.29,"2,907"
NM,2021-02-07,"2,504",70.2,"3,567",430,12.05,350,78.48,446
NV,2021-02-07,"5,417",71.11,"7,618",939,12.64,692,74.73,926
NY,2021-02-07,"35,212",73.24,"48,065","8,583",17.86,"3,901",68.0,"5,737"
OH,2021-02-07,"19,227",66.71,"28,821","2,262",7.87,"2,696",66.01,"4,084"
OK,2021-02-07,"6,151",64.48,"9,539","1,104",11.75,884,82.85,"1,067"
OR,2021-02-07,"4,575",68.59,"6,670",337,5.05,456,58.91,774
PA,2021-02-07,"22,480",74.84,"30,037","3,269",11.01,"2,775",75.0,"3,700"
RI,2021-02-07,"1,997",85.64,"1,985",288,14.51,134,89.33,150
SC,2021-02-07,"7,558",76.7,"9,854","1,452",14.74,"1,022",78.07,"1,309"
SD,2021-02-07,"1,205",50.78,"2,373",108,4.55,115,50.22,229
TN,2021-02-07,"11,405",64.56,"17,666","1,340",7.8,"1,622",68.53,"2,367"
TX,2021-02-07,"43,007",72.98,"58,929","9,881",16.8,"6,540",88.1,"7,423"
UT,2021-02-07,"2,846",53.63,"5,307",347,6.54,370,61.06,606
VA,2021-02-07,"11,350",69.09,"16,429","2,141",13.03,"1,351",69.64,"1,940"
VT,2021-02-07,679,57.64,"1,178",70,5.94,72,72.73,99
WA,2021-02-07,"8,249",67.89,"12,151",701,5.77,903,69.95,"1,291"
WV,2021-02-07,"3,667",74.61,"4,915",403,8.2,459,74.76,614
WY,2021-02-07,524,36.49,"1,436",42,2.95,45,36.29,124
WI,2021-02-07,"7,014",56.39,"12,438",622,5.11,862,53.98,"1,597"
